Site ID,Location,Number of private cycles,Number of cycle hire bikes,Total cycles,Easting,Northing,lat,lng,geometry,LSOA11CD,LSOA11NM,accounting,airport,amusement park,aquarium,art gallery,atm,bakery,bank,bar,beauty salon,bicycle store,book store,bowling alley,bus station,cafe,campground,car dealer,car rental,car repair,car wash,casino,cemetery,church,city hall,clothing store,convenience store,courthouse,dentist,department store,doctor,drugstore,electrician,electronics store,embassy,fire station,florist,funeral home,furniture store,gas station,gym,hair care,hardware store,hindu temple,home goods store,hospital,insurance agency,jewelry store,laundry,lawyer,library,light rail station,liquor store,local government office,locksmith,lodging,meal delivery,meal takeaway,mosque,movie rental,movie theater,moving company,museum,night club,painter,park,parking,pet store,pharmacy,physiotherapist,plumber,police,post office,primary school,real estate agency,restaurant,roofing contractor,rv park,school,secondary school,shoe store,shopping mall,spa,stadium,storage,store,subway station,supermarket,synagogue,taxi stand,tourist attraction,train station,transit station,travel agency,university,veterinary care,zoo,person,bicycle,car,motorcycle,bus,train,truck,traffic light,fire hydrant,stop sign,parking meter,bench,dog
INNCY293,Breakspears Road,44.0,0.0,44.0,537067.4541,176009.3971,51.4664624,-0.028137056,POINT (-0.0281370561347914 51.46646239678753),E01003211,Lewisham 008B,8,,,,,,,3,5,,,,,36,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,4,,,,,,,,,,,,0,,0,0,,2,1,,,,,,,,,17,,,5,,,0,,,,,,7,,,,3,37,,0,,,3.0,,15.0,,,,,,,,,,
INNCY294,Crystal Palace Park (Sydenham),47.0,1.0,48.0,534728.0252,171083.857,51.42276077,-0.063668427,POINT (-0.0636684266995097 51.42276076675688),E01000745,Bromley 005D,3,,,,,,,3,4,,,,,29,,,,,,,,,,0,,,,,,,,,,,,,,,,5,,,,,,,,2,,,,,,,,,,,,0,,2,0,,5,10,,,,,,,,,9,,,7,,,0,,,,,,5,,,,6,20,,0,,,,,,,,,,,,,,,
INNCY295,John Ruskin Street,245.0,26.0,271.0,531775.188,177388.193,51.48010897,-0.103766224,POINT (-0.1037662239526592 51.480108974239215),E01003926,Southwark 021F,5,,,,,,,4,5,,,,,40,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,,,,,6,,,,,,,,,,,,0,,0,0,,7,9,,,,,,,,,20,,,15,,,0,,,,,,11,,,,1,52,,0,,,1.0,,14.0,,,,,,,,,,
INNCY295,John Ruskin Street,245.0,26.0,271.0,531775.188,177388.193,51.48010897,-0.103766224,POINT (-0.1037662239526592 51.480108974239215),E01003926,Southwark 021F,5,,,,,,,4,5,,,,,40,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,,,,,6,,,,,,,,,,,,0,,0,0,,7,9,,,,,,,,,20,,,15,,,0,,,,,,11,,,,1,52,,2,,,1.0,,14.0,,,,,,,,,,
INNCY296,Fawnbrake Avenue,83.0,1.0,84.0,531928.9094,174814.5091,51.45694457,-0.10251367,POINT (-0.1025136700490296 51.456944570662685),E01003073,Lambeth 014B,3,,,,,,,1,17,,,,,31,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,,,,,1,,,,,,,,,,,,0,,0,1,,3,6,,,,,,,,,49,,,11,,,1,,,,,,10,,,,1,33,,0,,,1.0,,24.0,,,,,,,,,,
INNCY297,McNeil Road,208.5,0.0,208.5,533104.8035,176239.6612,51.4694767,-0.085062869,POINT (-0.085062868793319 51.46947669696099),E01003915,Southwark 024C,8,,,,,,,6,8,,,,,30,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,,,,,4,,,,,,,,,,,,0,,0,0,,8,5,,,,,,,,,37,,,10,,,0,,,,,,10,,,,1,34,,2,,,,,18.0,,,,,,,,,,
INNCY298,Dulwich Park (Court Lane Gate),360.0,1.0,361.0,533669.1779,173835.8493,51.44774202,-0.077850164,POINT (-0.0778501635064409 51.44774201971807),E01004075,Southwark 031E,5,,,,,,,2,1,,,,,31,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,0,,0,0,,1,0,,,,,,,,,8,,,6,,,0,,,,,,3,,,,2,0,,0,,,,,,,,,,,,,,1.0,
INNCY299,Leander Road,91.5,0.5,92.0,530955.7118,174468.5282,51.4540611,-0.116640894,POINT (-0.1166408935094612 51.45406110376313),E01003178,Lambeth 020E,7,,,,,,,5,7,,,,,28,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,,,,,5,,,,,,,,,,,,0,,1,1,,6,10,,,,,,,,,18,,,9,,,0,,,,,,0,,,,0,17,,0,,,1.0,,27.0,,,,1.0,,,,,,
INNCY300,Elmira Street,342.5,0.0,342.5,537889.2805,175564.3445,51.46226364,-0.016486891,POINT (-0.016486890773646 51.46226363531632),E01003296,Lewisham 012E,19,,,,,,,9,6,,,,,50,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,,,,,4,,,,,,,,,,,,0,,2,0,,2,5,,,,,,,,,27,,,8,,,2,,,,,,14,,,,5,55,,0,,,,,5.0,,,,,,,,,,
INNCY301,Bellenden Road,309.5,0.0,309.5,534046.0597,176655.4921,51.47299154,-0.071362108,POINT (-0.0713621080387356 51.47299154156917),E01004067,Southwark 022E,6,,,,,,,11,23,,,,,32,,,,,,,,,,0,,,,,,,,,,,,,,,,8,,,,,,,,4,,,,,,,,,,,,3,,0,1,,7,4,,,,,,,,,55,,,13,,,4,,,,,,14,,,,2,36,,0,,,1.0,,6.0,,,,,,,,,,
INNCY302,Lambert Road,274.5,0.5,275.0,530339.8552,174664.9519,51.45596829,-0.125427042,POINT (-0.1254270420948706 51.4559682885585),E01003018,Lambeth 020A,6,,,,,,,8,5,,,,,33,,,,,,,,,,1,,,,,,,,,,,,,,,,5,,,,,,,,6,,,,,,,,,,,,2,,1,5,,1,8,,,,,,,,,16,,,15,,,0,,,,,,10,,,,0,33,,0,,,,1.0,21.0,,,,,,,,,,
INNCY303,Spa Road,168.0,2.0,170.0,534123.992,179234.284,51.4961471,-0.069262082,POINT (-0.069262081626689 51.4961470967229),E01003977,Southwark 010A,0,,,,,,,5,8,,,,,30,,,,,,,,,,2,,,,,,,,,,,,,,,,5,,,,,,,,5,,,,,,,,,,,,0,,0,0,,2,11,,,,,,,,,15,,,16,,,0,,,,,,13,,,,1,37,,0,,,1.0,,20.0,,,,1.0,,,,,,
INNCY304,Lots Road,755.5,69.0,824.5,526281.9165,176981.6088,51.47770691,-0.182973458,POINT (-0.1829734577353492 51.47770691444753),E01002841,Kensington and Chelsea 021B,7,,,,,,,4,17,,,,,31,,,,,,,,,,0,,,,,,,,,,,,,,,,6,,,,,,,,5,,,,,,,,,,,,1,,2,1,,3,0,,,,,,,,,27,,,13,,,0,,,,,,8,,,,1,37,,0,,,1.0,,12.0,,,1.0,,,,,,,
INNCY305,Ravensbury Road,94.0,0.0,94.0,525476.0854,172823.1291,51.44051354,-0.196045073,POINT (-0.1960450726157522 51.44051353698692),E01004598,Wandsworth 025D,12,,,,,,,5,6,,,,,26,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,,,,,6,,,,,,,,,,,,0,,0,0,,6,1,,,,,,,,,31,,,13,,,0,,,,,,8,,,,3,31,,0,,,2.0,,38.0,,,,,,,,,,
INNCY306,Culvert Road,119.5,12.5,132.0,528067.9864,176263.4644,51.47085191,-0.157528901,POINT (-0.1575289005180217 51.470851914717855),E01004539,Wandsworth 003A,6,,,,,,,3,9,,,,,30,,,,,,,,,,0,,,,,,,,,,,,,,,,5,,,,,,,,6,,,,,,,,,,,,0,,0,1,,5,4,,,,,,,,,37,,,13,,,0,,,,,,6,,,,2,31,,0,,,,,24.0,,,,1.0,,,1.0,,,
INNCY307,Keswick Road,329.5,2.0,331.5,524451.6613,174765.2732,51.45819366,-0.210094233,POINT (-0.2100942326997444 51.45819366395239),E01004507,Wandsworth 014E,10,,,,,,,8,9,,,,,32,,,,,,,,,,0,,,,,,,,,,,,,,,,7,,,,,,,,3,,,,,,,,,,,,0,,1,1,,2,4,,,,,,,,,33,,,13,,,2,,,,,,7,,,,2,33,,0,,,2.0,,26.0,,,,,,,,,,
INNCY308,Telegraph Road (by Tibbet's Corner),99.0,0.0,99.0,523242.2016,173722.4117,51.44908557,-0.227856589,POINT (-0.2278565887278746 51.44908557293995),E01004572,Wandsworth 016A,1,,,,,,,0,0,,,,,30,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,0,,0,0,,1,2,,,,,,,,,1,,,6,,,0,,,,,,3,,,,0,31,,0,,,,,4.0,,,,1.0,,,,,,
INNCY308,Telegraph Road (by Tibbet's Corner),99.0,0.0,99.0,523242.2016,173722.4117,51.44908557,-0.227856589,POINT (-0.2278565887278746 51.44908557293995),E01004572,Wandsworth 016A,1,,,,,,,0,0,,,,,30,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,0,,0,0,,1,2,,,,,,,,,1,,,6,,,0,,,,,,3,,,,0,31,,0,,,,,4.0,,,,1.0,,,,,,
INNCY309,Montague Road,54.5,0.0,54.5,525512.4627,170413.8388,51.41885292,-0.196374816,POINT (-0.1963748164628244 51.41885292335913),E01003358,Merton 009C,36,,,,,,,11,14,,,,,38,,,,,,,,,,0,,,,,,,,,,,,,,,,7,,,,,,,,4,,,,,,,,,,,,2,,0,1,,2,9,,,,,,,,,34,,,14,,,1,,,,,,12,,,,6,36,,0,,,,,12.0,1.0,,,5.0,,,,,,
INNCY310,Star Road,252.5,29.0,281.5,524522.6183,177971.1056,51.48698924,-0.207944794,POINT (-0.2079447935118671 51.48698923554524),E01001909,Hammersmith and Fulham 015C,7,,,,,,,7,9,,,,,16,,,,,,,,,,1,,,,,,,,,,,,,,,,4,,,,,,,,6,,,,,,,,,,,,0,,0,0,,6,6,,,,,,,,,27,,,13,,,0,,,,,,19,,,,1,28,,1,,,1.0,,22.0,,,,2.0,,,,,,
INNCY311,West Side Common,109.5,0.0,109.5,523199.0799,171200.2537,51.42642765,-0.229353572,POINT (-0.229353571736144 51.42642765437006),E01003460,Merton 002A,2,,,,,,,1,5,,,,,8,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,0,,,,,,,,,,,,0,,0,0,,1,0,,,,,,,,,5,,,2,,,0,,,,,,3,,,,0,8,,0,,,,,11.0,,,,1.0,,,,,,
INNCY312,Battersea Park (Sun Gate),361.5,73.0,434.5,527666.254,176725.4721,51.47509462,-0.163142884,POINT (-0.1631428837155406 51.47509462102859),E01004560,Wandsworth 001A,0,,,,,,,3,4,,,,,19,,,,,,,,,,0,,,,,,,,,,,,,,,,6,,,,,,,,3,,,,,,,,,,,,0,,0,0,,9,2,,,,,,,,,19,,,13,,,0,,,,,,5,,,,0,20,,0,,,,,1.0,,,,,,,,,1.0,
INNCY313,Ranelagh Gardens,370.0,30.0,400.0,524536.6349,175823.9702,51.46768963,-0.208499244,POINT (-0.2084992436691073 51.46768963486257),E01001916,Hammersmith and Fulham 024B,16,,,,,,,6,17,,,,,36,,,,,,,,,,0,,,,,,,,,,,,,,,,7,,,,,,,,1,,,,,,,,,,,,1,,1,1,,7,7,,,,,,,,,35,,,16,,,2,,,,,,7,,,,3,32,,1,,,3.0,,31.0,,,,2.0,,,,,,
INNCY314,Hazlewell Road,143.0,1.0,144.0,523496.7431,174912.671,51.45972728,-0.223780307,POINT (-0.2237803072861021 51.4597272839521),E01004501,Wandsworth 014B,3,,,,,,,9,10,,,,,23,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,,,,,4,,,,,,,,,,,,1,,1,1,,0,5,,,,,,,,,33,,,16,,,2,,,,,,7,,,,2,15,,0,,,,,20.0,,,,,,,,,,
INNCY315,Devonshire Road,82.0,0.0,82.0,527265.7089,170315.487,51.41757852,-0.171210091,POINT (-0.1712100908288481 51.41757851727687),E01003367,Merton 005A,18,,,,,,,5,5,,,,,29,,,,,,,,,,0,,,,,,,,,,,,,,,,7,,,,,,,,4,,,,,,,,,,,,0,,1,1,,6,3,,,,,,,,,17,,,4,,,3,,,,,,12,,,,3,29,,1,,,1.0,,17.0,,,,,,,,,,
INNCY316,Byegrove Road,103.0,0.0,103.0,526698.7126,170615.2312,51.42039921,-0.179252459,POINT (-0.1792524592597076 51.42039921310493),E01003367,Merton 005A,17,,,,,,,4,10,,,,,32,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,,,,,3,,,,,,,,,,,,0,,1,0,,6,6,,,,,,,,,26,,,6,,,3,,,,,,7,,,,4,29,,2,,,,,22.0,,,,2.0,,,,,,
INNCY317,Danebury Avenue,352.5,3.0,355.5,522311.4661,173765.7093,51.4496763,-0.241228704,POINT (-0.2412287037532703 51.44967630315797),E01004571,Wandsworth 023C,1,,,,,,,0,1,,,,,23,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,0,,1,0,,2,4,,,,,,,,,5,,,7,,,0,,,,,,4,,,,0,32,,1,,,1.0,,,,2.0,,1.0,,,,,,
INNCY317,Danebury Avenue,352.5,3.0,355.5,522311.4661,173765.7093,51.4496763,-0.241228704,POINT (-0.2412287037532703 51.44967630315797),E01004571,Wandsworth 023C,1,,,,,,,0,1,,,,,23,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,0,,1,0,,2,4,,,,,,,,,5,,,7,,,0,,,,,,4,,,,0,32,,1,,,1.0,,,,2.0,,1.0,,,,,,
INNCY318,Beechcroft Road,292.0,0.5,292.5,527230.5685,172979.4444,51.44152735,-0.170759243,POINT (-0.1707592430726695 51.44152735401628),E01004626,Wandsworth 027F,8,,,,,,,2,0,,,,,19,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,0,,0,1,,0,4,,,,,,,,,15,,,6,,,0,,,,,,2,,,,1,20,,0,,,1.0,,4.0,,,,1.0,1.0,,,,,
INNCY319,Winslow Road,192.5,21.5,214.0,523497.1141,178011.2441,51.48757463,-0.222693,POINT (-0.2226930000573174 51.48757463069795),E01001891,Hammersmith and Fulham 018B,15,,,,,,,14,18,,,,,33,,,,,,,,,,1,,,,,,,,,,,,,,,,9,,,,,,,,5,,,,,,,,,,,,0,,0,0,,6,6,,,,,,,,,54,,,11,,,2,,,,,,11,,,,2,30,,0,,,2.0,,11.0,,,,3.0,,,,,,
INNCY320,Embankment Putney,294.0,11.5,305.5,523896.3235,175827.0593,51.46785781,-0.217711599,POINT (-0.2177115990034639 51.46785781179408),E01004608,Wandsworth 006E,15,,,,,,,9,18,,,,,35,,,,,,,,,,0,,,,,,,,,,,,,,,,6,,,,,,,,5,,,,,,,,,,,,1,,3,1,,4,5,,,,,,,,,39,,,15,,,2,,,,,,8,,,,2,32,,1,,,8.0,,6.0,,,,1.0,,,,,,
INNCY321,Melville Road,89.0,1.0,90.0,522141.3787,176685.3236,51.4759524,-0.24266751,POINT (-0.2426675103034687 51.47595240411756),E01003797,Richmond upon Thames 001A,3,,,,,,,2,1,,,,,19,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,1,,0,0,,3,1,,,,,,,,,8,,,5,,,0,,,,,,2,,,,2,23,,0,,,,,24.0,,1.0,,2.0,,,,,,
INNCY322,Princes Way,139.0,0.5,139.5,523853.4986,173665.7979,51.44844353,-0.219083988,POINT (-0.2190839882900405 51.44844353264661),E01004630,Wandsworth 022B,3,,,,,,,0,0,,,,,39,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,0,,0,0,,0,1,,,,,,,,,1,,,11,,,0,,,,,,2,,,,0,37,,0,,,,,12.0,,,,,,,,,1.0,
INNCY323,Grafton Road,392.0,3.0,395.0,528244.6533,185383.6137,51.55277264,-0.151672359,POINT (-0.1516723592279429 51.552772643185136),E01000889,Camden 007A,7,,,,,,,2,4,,,,,26,,,,,,,,,,0,,,,,,,,,,,,,,,,5,,,,,,,,5,,,,,,,,,,,,0,,0,0,,1,7,,,,,,,,,20,,,18,,,1,,,,,,14,,,,4,28,,1,,,1.0,,28.0,1.0,,,,,,,,,
INNCY324,Valletta Road,104.5,0.0,104.5,521565.2221,179880.549,51.50479278,-0.249860155,POINT (-0.2498601550691364 51.504792777468815),E01001245,Ealing 024F,11,,,,,,,3,4,,,,,29,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,6,,,,,,,,,,,,0,,0,1,,4,0,,,,,,,,,17,,,10,,,0,,,,,,6,,,,0,37,,0,,,,,18.0,1.0,,,,,,,,,
INNCY325,Sandall Road,133.5,0.0,133.5,529482.2287,184659.8709,51.54598624,-0.134098606,POINT (-0.1340986062058586 51.54598624379495),E01000865,Camden 015B,14,,,,,,,6,14,,,,,36,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,5,,,,,,,,,,,,2,,1,3,,6,8,,,,,,,,,31,,,12,,,3,,,,,,15,,,,3,52,,1,,,4.0,,3.0,,,,1.0,,,,,,
INNCY326,Parliament Hill,75.5,0.0,75.5,527349.0088,185716.3385,51.55596545,-0.164463058,POINT (-0.1644630578772945 51.5559654465924),E01000893,Camden 002A,3,,,,,,,1,3,,,,,19,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,,,,,0,,,,,,,,,,,,1,,3,0,,4,8,,,,,,,,,25,,,12,,,0,,,,,,8,,,,1,30,,1,,,1.0,,22.0,,,,,,,,,,
INNCY327,Cambridge Gardens,11.5,0.0,11.5,525369.7406,183273.4878,51.53445466,-0.193866922,POINT (-0.1938669220030734 51.53445466058894),E01000550,Brent 034B,11,,,,,,,11,7,,,,,33,,,,,,,,,,0,,,,,,,,,,,,,,,,7,,,,,,,,3,,,,,,,,,,,,0,,1,1,,6,0,,,,,,,,,33,,,19,,,1,,,,,,12,,,,5,38,,0,,,1.0,,20.0,,4.0,,,,,,,,
INNCY328,Ladbroke Road,119.0,23.0,142.0,524709.5916,180368.8392,51.50849663,-0.204406668,POINT (-0.2044066684038486 51.50849662808233),E01002871,Kensington and Chelsea 007B,6,,,,,,,7,13,,,,,23,,,,,,,,,,1,,,,,,,,,,,,,,,,6,,,,,,,,5,,,,,,,,,,,,3,,1,1,,7,5,,,,,,,,,20,,,28,,,0,,,,,,11,,,,1,26,,0,,,2.0,,23.0,,,,1.0,,,,,,
INNCY329,Blythe Road,76.0,21.5,97.5,524076.2637,179067.0718,51.49693681,-0.213985193,POINT (-0.2139851926275342 51.49693681437033),E01001866,Hammersmith and Fulham 012A,16,,,,,,,5,15,,,,,36,,,,,,,,,,0,,,,,,,,,,,,,,,,10,,,,,,,,10,,,,,,,,,,,,1,,0,1,,6,13,,,,,,,,,37,,,20,,,2,,,,,,14,,,,4,34,,0,,,3.0,,23.0,,,,1.0,,1.0,,,,
INNCY330,Harrington Gardens,586.0,117.5,703.5,525980.0566,178609.9527,51.49240805,-0.186737387,POINT (-0.1867373873602844 51.49240805210898),E01002836,Kensington and Chelsea 016D,12,,,,,,,7,25,,,,,34,,,,,,,,,,0,,,,,,,,,,,,,,,,7,,,,,,,,7,,,,,,,,,,,,3,,3,1,,5,11,,,,,,,,,60,,,17,,,3,,,,,,19,,,,4,37,,2,,,6.0,3.0,22.0,,,,2.0,,,,,,
INNCY330,Harrington Gardens,586.0,117.5,703.5,525980.0566,178609.9527,51.49240805,-0.186737387,POINT (-0.1867373873602844 51.49240805210898),E01002836,Kensington and Chelsea 016D,12,,,,,,,7,25,,,,,34,,,,,,,,,,0,,,,,,,,,,,,,,,,7,,,,,,,,7,,,,,,,,,,,,3,,3,1,,5,11,,,,,,,,,60,,,17,,,3,,,,,,19,,,,4,37,,2,,,6.0,3.0,22.0,,,,2.0,,,,,,
INNCY331,Avonmore Road,103.5,6.0,109.5,524526.4853,178826.8906,51.49467939,-0.207587512,POINT (-0.2075875123126507 51.49467938979664),E01001868,Hammersmith and Fulham 012C,17,,,,,,,4,7,,,,,19,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,,,,,7,,,,,,,,,,,,0,,1,0,,4,7,,,,,,,,,36,,,16,,,0,,,,,,18,,,,2,28,,1,,,,2.0,31.0,,,,1.0,,,,,,
INNCY332,Old Church Street,341.5,59.5,401.0,526780.2232,178254.9843,51.4890393,-0.175345183,POINT (-0.1753451833060799 51.48903929734298),E01002910,Kensington and Chelsea 019C,10,,,,,,,11,30,,,,,40,,,,,,,,,,2,,,,,,,,,,,,,,,,11,,,,,,,,6,,,,,,,,,,,,4,,4,4,,8,12,,,,,,,,,60,,,28,,,5,,,,,,15,,,,3,40,,2,,,5.0,,11.0,2.0,,,2.0,,,,,1.0,
INNCY333,Lawn Road,81.0,1.5,82.5,527542.2235,185256.7601,51.55179172,-0.161844101,POINT (-0.1618441014712584 51.55179172091907),E01000892,Camden 006D,4,,,,,,,1,3,,,,,34,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,,,,,3,,,,,,,,,,,,1,,2,0,,2,9,,,,,,,,,25,,,18,,,0,,,,,,13,,,,3,40,,1,,,,,31.0,,,,,,,,,,
INNCY334,Devonshire Terrace,77.0,20.0,97.0,526395.7148,180983.5233,51.51364647,-0.179903649,POINT (-0.1799036489719227 51.51364646527578),E01004700,Westminster 016E,12,,,,,,,6,27,,,,,32,,,,,,,,,,0,,,,,,,,,,,,,,,,6,,,,,,,,10,,,,,,,,,,,,2,,2,5,,10,17,,,,,,,,,60,,,8,,,0,,,,,,22,,,,6,35,,1,,,,1.0,24.0,,,,2.0,,,,,,
INNCY335,Chester Road,114.0,1.5,115.5,528697.068,186635.0855,51.56391627,-0.144693047,POINT (-0.1446930474113374 51.56391627013138),E01000908,Camden 001B,4,,,,,,,1,4,,,,,39,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,1,,0,3,,5,5,,,,,,,,,15,,,13,,,1,,,,,,9,,,,0,34,,0,,,1.0,,16.0,,,,1.0,,,,,,
INNCY336,Friars Place Lane,70.5,0.0,70.5,521067.0473,180678.7805,51.51207355,-0.256760573,POINT (-0.2567605729813929 51.51207354657768),E01001242,Ealing 024C,9,,,,,,,3,2,,,,,39,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,,,,,3,,,,,,,,,,,,0,,1,0,,3,2,,,,,,,,,25,,,9,,,0,,,,,,8,,,,3,35,,0,,,,,7.0,,,,1.0,,,,,,
INNCY337,Kingswood Avenue,101.5,1.5,103.0,524367.4958,183345.1872,51.53532049,-0.20828392,POINT (-0.2082839203796839 51.5353204885388),E01000580,Brent 032B,8,,,,,,,5,6,,,,,16,,,,,,,,,,0,,,,,,,,,,,,,,,,5,,,,,,,,5,,,,,,,,,,,,0,,0,1,,6,1,,,,,,,,,20,,,15,,,0,,,,,,8,,,,2,16,,0,,,1.0,,20.0,,1.0,,,,,,,,
INNCY338,Spanby Road,15.0,3.5,18.5,537301.8117,182176.7817,51.52182649,-0.02236809,POINT (-0.0223680899105944 51.52182649285611),E01004241,Tower Hamlets 012B,8,,,,,,,2,2,,,,,30,,,,,,,,,,1,,,,,,,,,,,,,,,,6,,,,,,,,1,,,,,,,,,,,,0,,1,1,,8,1,,,,,,,,,11,,,21,,,0,,,,,,7,,,,5,39,,2,,,4.0,,9.0,,,,,,,,,,
INNCY339,Downs Road,747.5,1.5,749.0,534123.5715,185836.4641,51.55547642,-0.066756726,POINT (-0.0667567255944707 51.55547642489279),E01001745,Hackney 016A,5,,,,,,,4,25,,,,,35,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,,,,,6,,,,,,,,,,,,1,,0,7,,3,2,,,,,,,,,36,,,16,,,0,,,,,,14,,,,5,37,,0,,,2.0,,11.0,,,,1.0,,,,,,
INNCY340,Craven Park Road,207.5,2.5,210.0,534122.0379,188217.8924,51.57687687,-0.065870857,POINT (-0.0658708574533728 51.57687686962343),E01002052,Haringey 029C,8,,,,,,,3,0,,,,,23,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,2,,,,,,,,,,,,0,,1,0,,3,1,,,,,,,,,15,,,16,,,1,,,,,,8,,,,4,27,,0,,,2.0,1.0,23.0,,,,2.0,,,,,,
INNCY341,St. Peter's Street,995.0,62.5,1057.5,531759.6548,183622.108,51.53613378,-0.101662647,POINT (-0.1016626470811607 51.536133782248015),E01002801,Islington 020C,12,,,,,,,12,33,,,,,37,,,,,,,,,,4,,,,,,,,,,,,,,,,9,,,,,,,,6,,,,,,,,,,,,4,,1,4,,9,16,,,,,,,,,60,,,17,,,4,,,,,,14,,,,0,33,,0,,,3.0,,32.0,,,,1.0,,,,,,
INNCY342,Malcolm Road,94.5,10.0,104.5,535159.885,182441.6559,51.52472288,-0.053120301,POINT (-0.053120301400377 51.524722875971854),E01004209,Tower Hamlets 011B,24,,,,,,,9,11,,,,,35,,,,,,,,,,3,,,,,,,,,,,,,,,,8,,,,,,,,7,,,,,,,,,,,,1,,4,1,,7,4,,,,,,,,,50,,,28,,,2,,,,,,17,,,,5,39,,1,,,,,,,,,,,,,,,
INNCY343,Fairbridge Road,198.0,2.0,200.0,529725.1529,186715.5525,51.56440407,-0.129839754,POINT (-0.1298397541214936 51.56440406814296),E01002774,Islington 004E,4,,,,,,,5,6,,,,,35,,,,,,,,,,0,,,,,,,,,,,,,,,,7,,,,,,,,7,,,,,,,,,,,,2,,0,3,,14,5,,,,,,,,,35,,,12,,,0,,,,,,15,,,,1,0,,1,,,1.0,,32.0,,,,2.0,,,1.0,,,
INNCY344,Glyn Road,209.5,1.0,210.5,535882.2265,185650.1475,51.55338168,-0.041477139,POINT (-0.0414771386732144 51.55338168489796),E01001791,Hackney 015D,3,,,,,,,0,5,,,,,27,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,1,,0,0,,4,3,,,,,,,,,19,,,11,,,0,,,,,,8,,,,1,30,,0,,,1.0,1.0,12.0,,,,,,,1.0,,,
INNCY345,Southwold Road,273.0,0.5,273.5,534837.2805,186582.1007,51.56200688,-0.056182651,POINT (-0.0561826512536935 51.56200688102596),E01001798,Hackney 028A,3,,,,,,,2,1,,,,,28,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,0,,0,2,,3,1,,,,,,,,,14,,,13,,,0,,,,,,8,,,,1,46,,0,,,6.0,,17.0,,,,,,,,,,
INNCY346,Moray Road,50.0,0.5,50.5,531076.6009,187060.4038,51.56719087,-0.110225171,POINT (-0.1102251712451104 51.56719086772708),E01002735,Islington 003A,8,,,,,,,8,9,,,,,28,,,,,,,,,,0,,,,,,,,,,,,,,,,6,,,,,,,,5,,,,,,,,,,,,1,,0,1,,8,10,,,,,,,,,60,,,11,,,3,,,,,,15,,,,2,20,,1,,,1.0,,37.0,,,,1.0,,,,,,
INNCY347,Barrington Road,161.0,15.0,176.0,531734.0456,175902.5277,51.4667675,-0.104911731,POINT (-0.1049117313432495 51.466767496023365),E01003048,Lambeth 009B,6,,,,,,,9,29,,,,,36,,,,,,,,,,1,,,,,,,,,,,,,,,,10,,,,,,,,4,,,,,,,,,,,,2,,1,0,,5,12,,,,,,,,,58,,,11,,,1,,,,,,12,,,,3,50,,0,,,1.0,,21.0,,,,2.0,,,,,,
INNCY348,Lyham Road,272.0,27.5,299.5,530282.5603,174055.9663,51.45050868,-0.126475281,POINT (-0.1264752813796045 51.45050867741307),E01003022,Lambeth 021B,6,,,,,,,4,0,,,,,18,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,,,,,3,,,,,,,,,,,,0,,0,0,,3,5,,,,,,,,,17,,,16,,,0,,,,,,8,,,,0,28,,0,,,,,12.0,,,,,,,1.0,,,
