Site ID,Location,Number of private cycles,Number of cycle hire bikes,Total cycles,Easting,Northing,lat,lng,geometry,LSOA11CD,LSOA11NM,accounting,airport,amusement park,aquarium,art gallery,atm,bakery,bank,bar,beauty salon,bicycle store,book store,bowling alley,bus station,cafe,campground,car dealer,car rental,car repair,car wash,casino,cemetery,church,city hall,clothing store,convenience store,courthouse,dentist,department store,doctor,drugstore,electrician,electronics store,embassy,fire station,florist,funeral home,furniture store,gas station,gym,hair care,hardware store,hindu temple,home goods store,hospital,insurance agency,jewelry store,laundry,lawyer,library,light rail station,liquor store,local government office,locksmith,lodging,meal delivery,meal takeaway,mosque,movie rental,movie theater,moving company,museum,night club,painter,park,parking,pet store,pharmacy,physiotherapist,plumber,police,post office,primary school,real estate agency,restaurant,roofing contractor,rv park,school,secondary school,shoe store,shopping mall,spa,stadium,storage,store,subway station,supermarket,synagogue,taxi stand,tourist attraction,train station,transit station,travel agency,university,veterinary care,zoo,person,bicycle,car,motorcycle,bus,train,truck,traffic light,fire hydrant,stop sign,parking meter,bench,dog
INNCY001,Grove Road,898.0,29.5,927.5,536005.2346,183224.9317,51.53155876,-0.040640409,POINT (-0.0406404089449611 51.53155875667294),E01004234,Tower Hamlets 003E,4,,,,,,,1,6,,,,,28,,,,,,,,,,1,,,,,,,,,,,,,,,,3,,,,,,,,3,,,,,,,,,,,,0,,1,0,,9,3,,,,,,,,,27,,,10,,,0,,,,,,5,,,,1,30,,0,,,,,,,,,,,,,,,
INNCY002,Lea Bridge Road,1374.0,0.5,1374.5,535642.254,186677.1935,51.56266855,-0.044540406,POINT (-0.0445404060729519 51.56266855287201),E01004422,Waltham Forest 022A,0,,,,,,,0,0,,,,,18,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,0,,0,2,,5,6,,,,,,,,,0,,,5,,,0,,,,,,0,,,,1,25,,0,,,6.0,,12.0,,3.0,,3.0,1.0,,,,1.0,
INNCY003,Burdett Road (south of Limehouse Cut),688.0,53.0,741.0,536945.0,181263.0,51.5137017,-0.027862524,POINT (-0.0278625244271789 51.51370170197896),E01004252,Tower Hamlets 024A,2,,,,,,,3,5,,,,,25,,,,,,,,,,1,,,,,,,,,,,,,,,,9,,,,,,,,5,,,,,,,,,,,,1,,4,0,,9,4,,,,,,,,,25,,,18,,,0,,,,,,8,,,,2,35,,1,,,4.0,,16.0,,1.0,,3.0,1.0,,,,,
INNCY003,Burdett Road (south of Limehouse Cut),688.0,53.0,741.0,536945.0,181263.0,51.5137017,-0.027862524,POINT (-0.0278625244271789 51.51370170197896),E01004252,Tower Hamlets 024A,2,,,,,,,3,5,,,,,25,,,,,,,,,,1,,,,,,,,,,,,,,,,9,,,,,,,,5,,,,,,,,,,,,1,,4,0,,9,4,,,,,,,,,25,,,18,,,0,,,,,,8,,,,2,35,,1,,,4.0,,16.0,,1.0,,3.0,1.0,,,,,
INNCY004,Seven Sisters Road (Finsbury Park),1239.0,15.0,1254.0,531355.3829,186695.0883,51.56384317,-0.106341679,POINT (-0.1063416792390218 51.56384316910162),E01002734,Islington 005B,8,,,,,,,8,16,,,,,29,,,,,,,,,,0,,,,,,,,,,,,,,,,5,,,,,,,,3,,,,,,,,,,,,1,,1,2,,5,12,,,,,,,,,60,,,14,,,3,,,,,,17,,,,2,36,,1,,,4.0,,23.0,,1.0,,7.0,,,,,,
INNCY005,Seven Sisters Road,582.5,4.0,586.5,532769.8561,188001.3644,51.57525089,-0.085454269,POINT (-0.0854542685766711 51.57525088842365),E01002056,Haringey 032C,5,,,,,,,2,2,,,,,29,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,,,,,3,,,,,,,,,,,,0,,0,2,,4,0,,,,,,,,,6,,,17,,,0,,,,,,11,,,,2,27,,0,,,,,11.0,,1.0,,1.0,,,,,,
INNCY006,Hornsey Rise,505.0,1.0,506.0,530080.34,187472.06,51.57112071,-0.124438629,POINT (-0.1244386285230951 51.5711207147171),E01002758,Islington 001C,4,,,,,,,3,3,,,,,32,,,,,,,,,,0,,,,,,,,,,,,,,,,6,,,,,,,,3,,,,,,,,,,,,0,,0,3,,10,0,,,,,,,,,18,,,16,,,0,,,,,,11,,,,1,40,,0,,,2.0,1.0,6.0,,,,,,,,,,
INNCY007,York Way,395.0,12.0,407.0,530305.0611,183746.5623,51.53758952,-0.122576999,POINT (-0.1225769989577854 51.53758951655661),E01002709,Islington 019C,7,,,,,,,6,20,,,,,20,,,,,,,,,,1,,,,,,,,,,,,,,,,6,,,,,,,,5,,,,,,,,,,,,2,,2,3,,9,8,,,,,,,,,53,,,15,,,3,,,,,,13,,,,4,29,,1,,,1.0,,3.0,,,,1.0,,,,,,
INNCY008,Well Street,624.5,13.5,638.0,535194.877,184187.5961,51.5404039,-0.051946511,POINT (-0.0519465113358448 51.540403901612535),E01001840,Hackney 022B,4,,,,,,,6,17,,,,,38,,,,,,,,,,3,,,,,,,,,,,,,,,,5,,,,,,,,2,,,,,,,,,,,,1,,3,2,,5,4,,,,,,,,,59,,,10,,,1,,,,,,17,,,,4,50,,1,,,1.0,,20.0,,,,,,,1.0,,,
INNCY009,Hackney Road,1054.0,40.0,1094.0,534597.9428,183233.2893,51.53197079,-0.060913221,POINT (-0.0609132206509826 51.53197079090984),E01004202,Tower Hamlets 005B,5,,,,,,,7,16,,,,,31,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,,,,,,,,,0,,4,4,,9,2,,,,,,,,,53,,,24,,,2,,,,,,15,,,,2,40,,0,,,3.0,,15.0,,3.0,1.0,,,,,,,
INNCY010,Tower Bridge,2479.0,196.0,2675.0,533697.7553,180336.7584,51.50615523,-0.074981079,POINT (-0.0749810785935671 51.50615522721505),0,0,14,,,,,,,10,48,,,,,27,,,,,,,,,,14,,,,,,,,,,,,,,,,15,,,,,,,,2,,,,,,,,,,,,0,,8,1,,8,17,,,,,,,,,60,,,8,,,4,,,,,,10,,,,5,19,,2,,,51.0,,,,,,,,,,,3.0,
INNCY011,Westferry Road,746.0,45.0,791.0,537205.0312,179057.2546,51.4938176,-0.02497482,POINT (-0.0249748202666481 51.49381759982517),E01004280,Tower Hamlets 032A,6,,,,,,,4,4,,,,,17,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,,,,,5,,,,,,,,,,,,0,,0,1,,4,5,,,,,,,,,13,,,9,,,0,,,,,,9,,,,3,26,,2,,,2.0,,,,,,,3.0,,,,,
INNCY012,Dulwich Road,373.5,11.0,384.5,531402.792,174615.1462,51.45527522,-0.110155735,POINT (-0.1101557351989022 51.45527521798101),E01003074,Lambeth 018E,7,,,,,,,9,24,,,,,38,,,,,,,,,,1,,,,,,,,,,,,,,,,4,,,,,,,,4,,,,,,,,,,,,1,,2,3,,5,9,,,,,,,,,32,,,12,,,0,,,,,,9,,,,1,39,,0,,,1.0,,23.0,,,,,,,1.0,,,1.0
INNCY013,Old Kent Road (New Cross Gate),570.5,2.0,572.5,535246.8456,177292.7197,51.47843237,-0.053839841,POINT (-0.0538398406583292 51.47843236959587),E01003302,Lewisham 003D,4,,,,,,,3,5,,,,,26,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,0,,0,1,,5,0,,,,,,,,,27,,,9,,,2,,,,,,8,,,,2,31,,0,,,,,12.0,,,,6.0,,,,,,
INNCY014,New Cross Road,672.0,1.0,673.0,537067.2892,176982.7385,51.47520906,-0.027762245,POINT (-0.0277622452127279 51.47520905665191),E01003304,Lewisham 039D,11,,,,,,,4,28,,,,,40,,,,,,,,,,0,,,,,,,,,,,,,,,,6,,,,,,,,5,,,,,,,,,,,,1,,1,3,,8,7,,,,,,,,,54,,,15,,,0,,,,,,19,,,,4,44,,3,,,13.0,,15.0,,2.0,,3.0,1.0,,,,,
INNCY015,Streatham High Road,457.5,5.0,462.5,530230.2042,172489.7046,51.43644511,-0.127804062,POINT (-0.1278040615281439 51.43644511438318),E01003117,Lambeth 029B,9,,,,,,,9,11,,,,,34,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,,,,,4,,,,,,,,,,,,1,,0,1,,1,12,,,,,,,,,37,,,12,,,0,,,,,,13,,,,1,35,,1,,,16.0,,12.0,,2.0,,,,1.0,,,1.0,
INNCY016,Brixton Hill,1114.5,6.0,1120.5,530770.0166,174613.6666,51.4554083,-0.119258313,POINT (-0.1192583126717703 51.45540829820901),E01003018,Lambeth 020A,8,,,,,,,7,17,,,,,31,,,,,,,,,,1,,,,,,,,,,,,,,,,3,,,,,,,,6,,,,,,,,,,,,1,,2,2,,3,10,,,,,,,,,30,,,6,,,0,,,,,,10,,,,0,34,,0,,,1.0,,12.0,,,,1.0,,,,,,
INNCY017,Brixton Road,1484.5,88.0,1572.5,531192.7491,176321.7777,51.47066077,-0.112544349,POINT (-0.1125443494217408 51.47066076760935),E01003186,Lambeth 007D,7,,,,,,,5,8,,,,,32,,,,,,,,,,0,,,,,,,,,,,,,,,,5,,,,,,,,1,,,,,,,,,,,,0,,3,2,,8,13,,,,,,,,,14,,,13,,,0,,,,,,9,,,,3,35,,0,,,4.0,1.0,14.0,1.0,2.0,,,,,,,,
INNCY018,Stockwell Road,749.5,22.5,772.0,530831.1372,175940.6568,51.46731941,-0.117888582,POINT (-0.1178885816587296 51.46731941291494),E01003060,Lambeth 011E,13,,,,,,,14,31,,,,,37,,,,,,,,,,1,,,,,,,,,,,,,,,,9,,,,,,,,3,,,,,,,,,,,,2,,2,4,,6,14,,,,,,,,,60,,,14,,,1,,,,,,15,,,,4,39,,0,,,9.0,,5.0,2.0,2.0,,2.0,,,,,,
INNCY020,Peckham Rye,1032.5,1.5,1034.0,534437.3538,175952.5234,51.46658164,-0.065998767,POINT (-0.0659987667117833 51.46658164021736),E01004062,Southwark 025B,5,,,,,,,9,27,,,,,34,,,,,,,,,,0,,,,,,,,,,,,,,,,8,,,,,,,,1,,,,,,,,,,,,3,,0,1,,3,4,,,,,,,,,56,,,13,,,4,,,,,,13,,,,2,30,,0,,,,,13.0,,,,1.0,,,,,,
INNCY021,Kennigton Lane,329.5,52.5,382.0,531449.5662,178461.0053,51.48982558,-0.108053574,POINT (-0.1080535735216677 51.489825584227496),E01003106,Lambeth 003C,10,,,,,,,3,9,,,,,27,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,,,,,4,,,,,,,,,,,,0,,3,0,,8,9,,,,,,,,,27,,,20,,,3,,,,,,6,,,,1,30,,1,,,4.0,,12.0,,,,1.0,,,,,,
INNCY022,New Kent Road,1633.5,75.0,1708.5,532247.9025,179001.9805,51.49450109,-0.096359004,POINT (-0.0963590044881953 51.49450108578792),E01032720,Southwark 009F,9,,,,,,,8,13,,,,,38,,,,,,,,,,2,,,,,,,,,,,,,,,,9,,,,,,,,8,,,,,,,,,,,,0,,1,3,,11,9,,,,,,,,,37,,,18,,,3,,,,,,18,,,,4,37,,4,,,2.0,1.0,6.0,,3.0,,1.0,,,,,,
INNCY023,Rotherhithe New Road,222.5,0.5,223.0,535073.048,178558.2875,51.48984664,-0.055857316,POINT (-0.0558573163959568 51.48984664094584),E01003986,Southwark 011A,6,,,,,,,5,1,,,,,29,,,,,,,,,,1,,,,,,,,,,,,,,,,3,,,,,,,,5,,,,,,,,,,,,0,,2,1,,5,8,,,,,,,,,12,,,11,,,1,,,,,,8,,,,3,35,,0,,,3.0,,8.0,,,,1.0,,,,,,
INNCY024,Norwood Road,902.5,2.5,905.0,532063.04,174181.5203,51.45122491,-0.100820346,POINT (-0.1008203461339204 51.451224914244975),E01004074,Southwark 031D,3,,,,,,,1,5,,,,,28,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,0,,0,1,,5,4,,,,,,,,,14,,,0,,,0,,,,,,9,,,,1,30,,0,,,,,13.0,,,,1.0,,,,,,
INNCY025,London Road,305.0,0.0,305.0,534755.003,173070.9982,51.44061166,-0.062525315,POINT (-0.0625253149946287 51.44061165807021),E01003257,Lewisham 028B,5,,,,,,,2,4,,,,,38,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,1,,2,0,,1,4,,,,,,,,,20,,,8,,,0,,,,,,4,,,,1,38,,0,,,3.0,,21.0,,,,,,1.0,,,,
INNCY026,Old Kent Road,999.0,9.0,1008.0,533968.721,178109.9658,51.48608033,-0.071923815,POINT (-0.0719238152090522 51.48608032750574),E01003964,Southwark 015A,4,,,,,,,2,2,,,,,23,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,,,,,3,,,,,,,,,,,,1,,0,4,,5,7,,,,,,,,,25,,,16,,,0,,,,,,11,,,,0,30,,0,,,7.0,,15.0,,3.0,,5.0,,,,,,
INNCY027,Parkside High Street,315.0,0.0,315.0,523535.5361,171973.5123,51.43330395,-0.22424723,POINT (-0.2242472299650575 51.43330395488224),E01003465,Merton 002D,1,,,,,,,0,0,,,,,8,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,0,,1,0,,1,1,,,,,,,,,1,,,0,,,0,,,,,,0,,,,0,9,,0,,,2.0,,2.0,,,,,,1.0,1.0,,,
INNCY028,Upper Richmond Road,703.0,1.0,704.0,523111.2288,175297.9707,51.46327395,-0.229192516,POINT (-0.2291925161874115 51.46327395404226),E01004640,Wandsworth 011D,6,,,,,,,4,2,,,,,20,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,6,,,,,,,,,,,,0,,1,0,,2,0,,,,,,,,,15,,,13,,,0,,,,,,4,,,,0,13,,0,,,5.0,2.0,9.0,,,,,,,,,,
INNCY029,Wandsworth Bridge,1222.5,121.5,1344.0,525948.0822,175604.6429,51.46540646,-0.188268276,POINT (-0.188268276351643 51.46540646423376),0,0,4,,,,,,,4,3,,,,,19,,,,,,,,,,0,,,,,,,,,,,,,,,,7,,,,,,,,1,,,,,,,,,,,,0,,1,0,,3,5,,,,,,,,,19,,,11,,,0,,,,,,4,,,,2,29,,1,,,3.0,,20.0,,1.0,,,,,,,,
INNCY030,Putney Bridge,2978.0,81.5,3059.5,524261.489,175780.2727,51.46735735,-0.212473655,POINT (-0.2124736550867433 51.46735734530807),0,0,16,,,,,,,11,16,,,,,37,,,,,,,,,,0,,,,,,,,,,,,,,,,8,,,,,,,,3,,,,,,,,,,,,1,,3,2,,6,7,,,,,,,,,38,,,19,,,2,,,,,,9,,,,3,20,,1,,,,,3.0,,,,,,,,,,
INNCY031,Lillie Road,549.5,52.0,601.5,523973.0026,177537.9995,51.4832175,-0.21600846,POINT (-0.2160084597434409 51.483217496738376),E01001886,Hammersmith and Fulham 016A,8,,,,,,,5,5,,,,,16,,,,,,,,,,1,,,,,,,,,,,,,,,,3,,,,,,,,5,,,,,,,,,,,,0,,1,0,,5,0,,,,,,,,,23,,,12,,,0,,,,,,10,,,,0,18,,1,,,5.0,,7.0,,,,1.0,,,,,,
INNCY032,Battersea Park Road,950.5,131.0,1081.5,529186.4454,177288.271,51.4798076,-0.141060551,POINT (-0.1410605508076388 51.47980760378225),E01033132,Wandsworth 002H,1,,,,,,,1,8,,,,,16,,,,,,,,,,0,,,,,,,,,,,,,,,,7,,,,,,,,1,,,,,,,,,,,,1,,0,0,,4,2,,,,,,,,,20,,,8,,,2,,,,,,5,,,,0,26,,0,,,2.0,,6.0,,,,1.0,,,,,,
INNCY033,Battersea Bridge Road,1049.5,107.5,1157.0,527089.6109,177224.8992,51.47971264,-0.171261822,POINT (-0.1712618223517936 51.47971263710144),E01004583,Wandsworth 001D,5,,,,,,,1,9,,,,,23,,,,,,,,,,0,,,,,,,,,,,,,,,,5,,,,,,,,4,,,,,,,,,,,,2,,2,2,,5,6,,,,,,,,,37,,,15,,,1,,,,,,5,,,,0,29,,0,,,2.0,,19.0,,1.0,,2.0,,,,,,
INNCY034,Albert Bridge Road,1383.5,262.0,1645.5,527453.0037,177342.9954,51.48069227,-0.165989157,POINT (-0.1659891567845847 51.48069226952386),E01004582,Wandsworth 001C,3,,,,,,,3,7,,,,,16,,,,,,,,,,1,,,,,,,,,,,,,,,,3,,,,,,,,2,,,,,,,,,,,,1,,2,1,,8,3,,,,,,,,,24,,,12,,,0,,,,,,3,,,,0,26,,0,,,2.0,,12.0,,,,,,,,,,
INNCY035,Cedars Road,982.0,7.0,989.0,528627.0015,175500.0029,51.46386414,-0.149762536,POINT (-0.1497625356148624 51.4638641423324),E01003042,Lambeth 013E,7,,,,,,,3,3,,,,,32,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,5,,,,,,,,,,,,0,,0,0,,2,9,,,,,,,,,20,,,13,,,0,,,,,,4,,,,1,39,,0,,,2.0,1.0,17.0,,,,1.0,1.0,,,,,
INNCY036,Kingston Road,293.0,1.0,294.0,522607.3978,173118.1547,51.44379261,-0.237196306,POINT (-0.2371963061961259 51.443792608518365),E01004572,Wandsworth 016A,0,,,,,,,0,0,,,,,16,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,0,,1,0,,1,4,,,,,,,,,4,,,0,,,0,,,,,,4,,,,0,12,,1,,,,,21.0,,,1.0,1.0,,,,,,
INNCY037,West Hill,307.0,2.0,309.0,524287.024,174214.7308,51.45328199,-0.212655973,POINT (-0.2126559733653461 51.45328199049315),E01004503,Wandsworth 014C,6,,,,,,,1,1,,,,,28,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,0,,0,0,,0,0,,,,,,,,,8,,,14,,,0,,,,,,5,,,,0,32,,0,,,,,23.0,,,,1.0,1.0,,,,,
INNCY038,Putney Hill,338.5,0.5,339.0,523822.5302,174511.7558,51.45605308,-0.219233598,POINT (-0.2192335984581191 51.456053084216975),E01004500,Wandsworth 014A,4,,,,,,,6,7,,,,,31,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,,,,,3,,,,,,,,,,,,0,,0,1,,0,2,,,,,,,,,0,,,15,,,1,,,,,,8,,,,1,29,,0,,,1.0,,17.0,,,,,,,,,,
INNCY039,Morden Road,267.0,1.5,268.5,525784.1044,169914.4018,51.41430427,-0.192647423,POINT (-0.1926474233525077 51.41430427417424),E01003357,Merton 012A,38,,,,,,,6,12,,,,,29,,,,,,,,,,0,,,,,,,,,,,,,,,,5,,,,,,,,7,,,,,,,,,,,,0,,0,1,,3,5,,,,,,,,,37,,,12,,,1,,,,,,8,,,,1,29,,0,,,1.0,,13.0,,,,1.0,,,,,,
INNCY040,Durnsford Road,188.5,0.0,188.5,525516.7913,172111.3329,51.43410754,-0.195711797,POINT (-0.1957117967251348 51.434107544304126),E01003475,Merton 001D,4,,,,,,,2,5,,,,,18,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,,,,,5,,,,,,,,,,,,0,,1,0,,6,2,,,,,,,,,12,,,6,,,0,,,,,,3,,,,0,18,,0,,,,,3.0,,,,,,,,,,
INNCY041,Falcon Road,651.5,103.5,755.0,527236.9996,175763.9973,51.46655054,-0.169666108,POINT (-0.1696661083064238 51.46655053757082),E01004536,Wandsworth 008B,11,,,,,,,10,19,,,,,48,,,,,,,,,,0,,,,,,,,,,,,,,,,11,,,,,,,,5,,,,,,,,,,,,0,,0,0,,6,5,,,,,,,,,52,,,10,,,1,,,,,,11,,,,2,51,,0,,,3.0,1.0,10.0,,,,,,,,,,
INNCY042,King's Road,1590.5,158.0,1748.5,526015.4031,177204.0951,51.47976577,-0.186729797,POINT (-0.186729796662279 51.47976577165899),E01001920,Hammersmith and Fulham 020A,10,,,,,,,9,18,,,,,32,,,,,,,,,,1,,,,,,,,,,,,,,,,7,,,,,,,,5,,,,,,,,,,,,2,,2,2,,2,8,,,,,,,,,36,,,11,,,1,,,,,,9,,,,2,38,,0,,,1.0,,14.0,,1.0,,1.0,1.0,,,,,
INNCY043,Chelsea Embankment,2522.5,153.5,2676.0,528117.836,177811.0614,51.48474865,-0.156250827,POINT (-0.1562508268548675 51.48474864827986),E01002901,Kensington and Chelsea 018C,2,,,,,,,4,6,,,,,17,,,,,,,,,,0,,,,,,,,,,,,,,,,6,,,,,,,,4,,,,,,,,,,,,1,,2,0,,6,6,,,,,,,,,17,,,7,,,5,,,,,,5,,,,1,15,,1,,,2.0,1.0,12.0,,1.0,,,,,,,,
INNCY044,Clapham Common (north side),695.5,14.0,709.5,528264.293,175206.107,51.46130518,-0.15508745,POINT (-0.155087450050419 51.46130517954989),E01004589,Wandsworth 009E,5,,,,,,,4,12,,,,,19,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,3,,,,,,,,,,,,0,,0,0,,2,6,,,,,,,,,31,,,16,,,0,,,,,,4,,,,0,0,,0,,,3.0,1.0,8.0,1.0,,,,,,,,,
INNCY045,Fulham Road,763.0,87.5,850.5,525713.2464,177237.5555,51.48013365,-0.191066717,POINT (-0.1910667170868188 51.480133649446906),E01001920,Hammersmith and Fulham 020A,10,,,,,,,10,19,,,,,34,,,,,,,,,,1,,,,,,,,,,,,,,,,7,,,,,,,,0,,,,,,,,,,,,2,,2,2,,4,9,,,,,,,,,37,,,13,,,2,,,,,,18,,,,3,20,,0,,,,,3.0,,,,,,,,,,
INNCY046,Buckhold Road,268.5,1.0,269.5,525357.6122,174311.3731,51.45391473,-0.197222053,POINT (-0.1972220533619009 51.45391472936805),E01004601,Wandsworth 018D,10,,,,,,,7,8,,,,,40,,,,,,,,,,3,,,,,,,,,,,,,,,,0,,,,,,,,6,,,,,,,,,,,,2,,0,0,,3,6,,,,,,,,,26,,,12,,,2,,,,,,6,,,,0,46,,0,,,5.0,,7.0,,2.0,,1.0,,,,,,
INNCY047,Scrubs Lane,212.5,1.0,213.5,522577.3198,182268.0956,51.52603167,-0.234455622,POINT (-0.2344556218176668 51.52603166986447),E01001877,Hammersmith and Fulham 001D,5,,,,,,,0,1,,,,,13,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,3,,,,,,,,,,,,0,,0,0,,3,1,,,,,,,,,12,,,3,,,1,,,,,,6,,,,4,17,,0,,,1.0,,6.0,1.0,,,2.0,,,,,,
INNCY048,The Vale,751.0,1.5,752.5,520630.6279,180048.321,51.50650066,-0.263261938,POINT (-0.2632619383063764 51.50650066159674),E01001381,Ealing 034D,14,,,,,,,2,8,,,,,28,,,,,,,,,,0,,,,,,,,,,,,,,,,6,,,,,,,,3,,,,,,,,,,,,1,,1,0,,6,4,,,,,,,,,30,,,0,,,1,,,,,,14,,,,2,31,,0,,,2.0,,11.0,,,,1.0,,,2.0,,,
INNCY049,Goldhawk Road,454.0,13.0,467.0,523159.685,179646.6859,51.50234613,-0.226980197,POINT (-0.2269801969269311 51.50234613381856),E01001896,Hammersmith and Fulham 009B,8,,,,,,,8,17,,,,,34,,,,,,,,,,0,,,,,,,,,,,,,,,,8,,,,,,,,6,,,,,,,,,,,,2,,0,2,,3,8,,,,,,,,,60,,,15,,,7,,,,,,19,,,,4,37,,0,,,3.0,,9.0,,,,1.0,,,,,,
INNCY050,Shepherd's Bush Road,538.5,37.5,576.0,523384.9978,178938.9985,51.49593695,-0.22398295,POINT (-0.2239829500500486 51.495936952929824),E01001869,Hammersmith and Fulham 010D,19,,,,,,,16,19,,,,,30,,,,,,,,,,1,,,,,,,,,,,,,,,,12,,,,,,,,9,,,,,,,,,,,,0,,0,2,,2,7,,,,,,,,,40,,,23,,,2,,,,,,13,,,,2,32,,0,,,12.0,,20.0,1.0,,,2.0,1.0,,,,,
INNCY051,Holland Park Avenue,1423.5,116.5,1540.0,524675.0,180242.0,51.50736435,-0.204949649,POINT (-0.2049496492020193 51.50736434532463),E01002871,Kensington and Chelsea 007B,6,,,,,,,9,9,,,,,16,,,,,,,,,,1,,,,,,,,,,,,,,,,3,,,,,,,,5,,,,,,,,,,,,1,,0,0,,9,7,,,,,,,,,23,,,26,,,0,,,,,,9,,,,1,26,,0,,,5.0,,17.0,1.0,,,,,1.0,,,,
INNCY051,Holland Park Avenue,1423.5,116.5,1540.0,524675.0,180242.0,51.50736435,-0.204949649,POINT (-0.2049496492020193 51.50736434532463),E01002871,Kensington and Chelsea 007B,6,,,,,,,9,9,,,,,16,,,,,,,,,,1,,,,,,,,,,,,,,,,3,,,,,,,,5,,,,,,,,,,,,1,,0,0,,9,7,,,,,,,,,23,,,26,,,0,,,,,,9,,,,1,26,,0,,,5.0,,17.0,1.0,,,,,1.0,,,,
INNCY052,Kensington High Street,1774.0,203.5,1977.5,525180.2939,179354.6495,51.49927812,-0.197987343,POINT (-0.1979873434715219 51.49927812146005),E01002817,Kensington and Chelsea 011D,18,,,,,,,14,17,,,,,27,,,,,,,,,,1,,,,,,,,,,,,,,,,11,,,,,,,,6,,,,,,,,,,,,0,,2,1,,10,12,,,,,,,,,59,,,20,,,1,,,,,,14,,,,1,27,,4,,,25.0,3.0,16.0,,1.0,,2.0,,,,,2.0,
INNCY053,Kilburn High Road (Brondesbury),576.0,11.0,587.0,524824.0907,184402.5846,51.54472261,-0.201329668,POINT (-0.2013296677017086 51.54472261108139),E01000931,Camden 013C,20,,,,,,,14,14,,,,,28,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,,,,,3,,,,,,,,,,,,0,,0,1,,5,3,,,,,,,,,50,,,14,,,1,,,,,,16,,,,4,36,,0,,,12.0,3.0,6.0,,1.0,,1.0,6.0,1.0,,,,
INNCY054,Kilburn High Road (Kilburn Park),730.5,9.0,739.5,525464.0641,183569.603,51.53709489,-0.192402311,POINT (-0.1924023111762103 51.53709489385941),E01000930,Camden 020B,12,,,,,,,11,7,,,,,33,,,,,,,,,,0,,,,,,,,,,,,,,,,6,,,,,,,,4,,,,,,,,,,,,0,,1,1,,6,6,,,,,,,,,44,,,19,,,2,,,,,,12,,,,2,37,,0,,,25.0,1.0,8.0,4.0,2.0,,,1.0,,,,,
INNCY055,Haverstock Hill,273.5,3.5,277.0,527394.9997,185045.0007,51.54992192,-0.164042965,POINT (-0.1640429651244514 51.549921918906136),E01000849,Camden 011D,5,,,,,,,1,2,,,,,32,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,,,,,3,,,,,,,,,,,,1,,2,0,,2,6,,,,,,,,,30,,,26,,,0,,,,,,9,,,,2,39,,2,,,1.0,,21.0,,,,,,,,,,
INNCY056,Kentish Town Road,1513.5,3.0,1516.5,528997.5593,185036.973,51.54948602,-0.140946043,POINT (-0.1409460427264929 51.54948602281144),E01000928,Camden 003E,10,,,,,,,5,13,,,,,35,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,,,,,5,,,,,,,,,,,,0,,1,2,,5,10,,,,,,,,,24,,,14,,,1,,,,,,15,,,,3,40,,1,,,2.0,2.0,9.0,,,,1.0,,,,,1.0,
INNCY057,Hampstead Road,1190.5,114.5,1305.0,529211.0,182856.0,51.52983759,-0.138669329,POINT (-0.1386693291556137 51.52983758604324),E01000945,Camden 023B,9,,,,,,,7,19,,,,,36,,,,,,,,,,0,,,,,,,,,,,,,,,,8,,,,,,,,5,,,,,,,,,,,,1,,8,0,,3,0,,,,,,,,,35,,,14,,,2,,,,,,13,,,,4,36,,2,,,1.0,,4.0,,2.0,,5.0,,,,,,
INNCY057,Hampstead Road,1190.5,114.5,1305.0,529211.0,182856.0,51.52983759,-0.138669329,POINT (-0.1386693291556137 51.52983758604324),E01000945,Camden 023B,9,,,,,,,7,19,,,,,36,,,,,,,,,,0,,,,,,,,,,,,,,,,8,,,,,,,,5,,,,,,,,,,,,1,,8,0,,3,0,,,,,,,,,35,,,14,,,2,,,,,,13,,,,4,36,,2,,,1.0,,4.0,,2.0,,5.0,,,,,,
