Site ID,Location,Total cycles,Easting,Northing,lat,lng,geometry,LSOA11CD,LSOA11NM,accounting,airport,amusement park,aquarium,art gallery,atm,bakery,bank,bar,beauty salon,bicycle store,book store,bowling alley,bus station,cafe,campground,car dealer,car rental,car repair,car wash,casino,cemetery,church,city hall,clothing store,convenience store,courthouse,dentist,department store,doctor,drugstore,electrician,electronics store,embassy,fire station,florist,funeral home,furniture store,gas station,gym,hair care,hardware store,hindu temple,home goods store,hospital,insurance agency,jewelry store,laundry,lawyer,library,light rail station,liquor store,local government office,locksmith,lodging,meal delivery,meal takeaway,mosque,movie rental,movie theater,moving company,museum,night club,painter,park,parking,pet store,pharmacy,physiotherapist,plumber,police,post office,primary school,real estate agency,restaurant,roofing contractor,rv park,school,secondary school,shoe store,shopping mall,spa,stadium,storage,store,subway station,supermarket,synagogue,taxi stand,tourist attraction,train station,transit station,travel agency,university,veterinary care,zoo,person,bicycle,car,motorcycle,bus,train,truck,traffic light,fire hydrant,stop sign,parking meter,bench,dog
OUTCY395,Lloyd Park,127.5,537130.8833,190480.7147,51.59648727,-0.021594391,POINT (-0.0215943908990021 51.59648726620449),E01004347,Waltham Forest 011C,7,,,,,,,0,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,2,0,,4,3,,,,,,,,,10,,,10,,,0,,,,,,5,,,,0,19,,0,,,9.0,,11.0,,,,,,,,,,
OUTCY396,Thames Path (Rainham),37.5,551625.87,179971.83,51.49835493,0.182993358,POINT (0.1829933577266867 51.49835492838739),E01002344,Havering 029B,0,,,,,,,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,0,,,1,,,0,,,,,,0,,,,0,0,,0,,,1.0,,,,,,,,,,,,
OUTCY397,Thames Path (Thamesmead),112.0,546653.442,181110.087,51.50989334,0.111884559,POINT (0.1118845592784408 51.50989333987846),E01001688,Greenwich 002B,2,,,,,,,1,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,0,0,,2,1,,,,,,,,,6,,,10,,,2,,,,,,4,,,,0,16,,0,,,,,,,,1.0,,,,,,,
OUTCY397,Thames Path (Thamesmead),112.0,546653.442,181110.087,51.50989334,0.111884559,POINT (0.1118845592784408 51.50989333987846),E01001688,Greenwich 002B,2,,,,,,,1,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,0,0,,2,1,,,,,,,,,6,,,10,,,2,,,,,,4,,,,0,16,,0,,,,,,,,1.0,,,,,,,
OUTCY398,Albany Park,50.5,536311.1181,198433.5782,51.66815009,-0.030328519,POINT (-0.0303285188360304 51.66815009496892),E01001433,Enfield 007A,7,,,,,,,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,3,,,,,,,,,,,,,,0,0,,2,0,,,,,,,,,12,,,11,,,1,,,,,,4,,,,1,28,,0,,,,,16.0,,,,2.0,,,,,1.0,
OUTCY399,Epping Forest,21.0,539376.1784,194788.5216,51.63464554,0.012511995,POINT (0.0125119949791467 51.63464553864027),E01004352,Waltham Forest 002A,7,,,,,,,4,9,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,2,,,,,,,,,,,,,,0,1,,1,6,,,,,,,,,23,,,6,,,0,,,,,,3,,,,3,13,,0,,,,,,,,,,,,,,,
OUTCY400,Becton Corridor,8.5,544569.6434,180986.8323,51.50932236,0.081827988,POINT (0.0818279878394651 51.50932235564535),E01003482,Newham 033B,1,,,,,,,0,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,0,,,,,,,,,,,,,,1,0,,1,0,,,,,,,,,3,,,0,,,0,,,,,,0,,,,1,7,,0,,,,,6.0,,,,,,1.0,,,,
OUTCY401,Central Park,34.0,550416.7274,187122.9359,51.56293023,0.168639092,POINT (0.1686390919543773 51.56293023116107),E01000038,Barking and Dagenham 003C,2,,,,,,,1,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,0,1,,6,5,,,,,,,,,10,,,3,,,0,,,,,,4,,,,0,20,,0,,,49.0,1.0,1.0,,,,,,,,,2.0,
OUTCY402,River Lee Ordnance Road,123.5,537168.6127,198734.5921,51.67064646,-0.017818967,POINT (-0.0178189669064093 51.670646457611184),E01001445,Enfield 003B,10,,,,,,,1,5,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,2,0,,2,1,,,,,,,,,6,,,4,,,0,,,,,,1,,,,2,13,,0,,,3.0,,12.0,,1.0,,1.0,,,,,,
OUTCY403,Excel Marina,109.0,540484.0837,180652.2781,51.50734572,0.022862737,POINT (0.0228627370187555 51.5073457191252),E01033575,Newham 034G,12,,,,,,,2,9,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,3,,,,,,,,4,,,,,,,,,,,,,,1,1,,0,2,,,,,,,,,30,,,4,,,2,,,,,,2,,,,3,30,,0,,,3.0,,12.0,,,,2.0,1.0,,,,,
OUTCY404,Poplar Place cycle path,24.0,547300.9601,180341.557,51.5028196,0.12088772,POINT (0.1208877196768406 51.5028195956154),E01001690,Greenwich 001A,2,,,,,,,0,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,0,,,,,,,,,,,,,,0,0,,3,0,,,,,,,,,6,,,10,,,0,,,,,,2,,,,0,15,,0,,,29.0,,5.0,1.0,,,1.0,,,,,3.0,
OUTCY405,Durants Park,31.5,535999.2652,196640.2416,51.6521108,-0.035532179,POINT (-0.0355321793627721 51.65211080445857),E01001437,Enfield 014A,4,,,,,,,0,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,0,0,,1,1,,,,,,,,,7,,,5,,,0,,,,,,5,,,,1,20,,0,,,1.0,,9.0,,,,,,,,,,
OUTCY406,Lordship Recreation Ground,61.0,532697.0605,189911.4777,51.59243289,-0.085782849,POINT (-0.0857828492264151 51.59243289126682),E01002086,Haringey 013B,7,,,,,,,3,5,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,6,,,,,,,,,,,,,,1,1,,6,2,,,,,,,,,16,,,10,,,0,,,,,,12,,,,0,26,,1,,,,,19.0,,,,2.0,,,,,,
OUTCY407,Mayesbrook Park,59.5,546038.4763,184538.9455,51.540862,0.104449539,POINT (0.1044495394879236 51.54086200055677),E01000072,Barking and Dagenham 017E,5,,,,,,,0,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,0,0,,4,4,,,,,,,,,9,,,6,,,0,,,,,,6,,,,2,17,,0,,,3.0,,,,,,,,,,,,
OUTCY408,Valentines Park,9.5,544001.3855,187835.7018,51.57100785,0.07644483,POINT (0.076444829977442 51.57100785243032),E01003786,Redbridge 026C,18,,,,,,,1,6,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,2,,,,,,,,,,,,,,0,2,,5,4,,,,,,,,,19,,,8,,,1,,,,,,11,,,,1,29,,1,,,5.0,,16.0,1.0,,,1.0,4.0,,,,1.0,
OUTCY409,Roding River path (Barking),17.0,543735.4823,183998.8501,51.53659962,0.071044051,POINT (0.0710440510014356 51.536599618311264),E01033587,Barking and Dagenham 021E,24,,,,,,,8,5,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,1,3,,2,13,,,,,,,,,24,,,9,,,2,,,,,,9,,,,1,25,,1,,,,,,,,,,,,,,1.0,
OUTCY410,Alders Brook,18.0,542886.8182,186136.9481,51.55602693,0.059683696,POINT (0.0596836962763138 51.55602692821053),E01003576,Newham 002A,20,,,,,,,6,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,0,1,,1,4,,,,,,,,,37,,,8,,,2,,,,,,13,,,,2,16,,0,,,,,,,,,,,,,,,
OUTCY411,Southborough Lane,5.0,542222.1921,167607.0322,51.38968923,0.042651648,POINT (0.042651648303105 51.38968923409504),E01000661,Bromley 026A,9,,,,,,,1,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,3,,,,,,,,,,,,,,0,0,,3,1,,,,,,,,,11,,,6,,,0,,,,,,3,,,,0,18,,0,,,,,20.0,,,,,,,1.0,,1.0,
OUTCY412,Chinbrook Meadows,16.0,541104.9368,171604.8379,51.42589207,0.028194209,POINT (0.0281942092822419 51.425892070728594),E01000818,Bromley 040B,5,,,,,,,1,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,0,0,,1,4,,,,,,,,,8,,,3,,,0,,,,,,3,,,,1,29,,0,,,,,12.0,,,,,,,,,,
OUTCY413,Crane Street,37.0,538714.4215,178085.1229,51.48471403,-0.003628053,POINT (-0.0036280527077861 51.48471402814905),E01001668,Greenwich 036C,7,,,,,,,4,17,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,,,,,3,,,,,,,,,,,,,,6,0,,5,5,,,,,,,,,45,,,12,,,0,,,,,,6,,,,4,19,,3,,,5.0,,,,,,,,,,,,
OUTCY414,Bexley Park Wood,0.0,548466.9601,173875.3679,51.44441445,0.134960016,POINT (0.1349600156617279 51.44441445017446),E01000448,Bexley 023D,6,,,,,,,0,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,0,0,,2,0,,,,,,,,,1,,,6,,,0,,,,,,0,,,,2,27,,0,,,,,8.0,,,,1.0,,,,,,
OUTCY415,Harrington Road,17.5,535039.8369,168471.5548,51.39921133,-0.060180455,POINT (-0.060180455458553 51.39921133078141),E01001190,Croydon 045C,2,,,,,,,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,1,0,,4,5,,,,,,,,,7,,,4,,,0,,,,,,3,,,,3,14,,0,,,,,,,,,,,,,,,
OUTCY416,Woolwich Common,1.0,542488.8291,177232.427,51.47611444,0.050350295,POINT (0.0503502945441845 51.4761144396927),E01001701,Greenwich 015C,3,,,,,,,0,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,0,0,,2,4,,,,,,,,,1,,,7,,,0,,,,,,1,,,,0,34,,0,,,1.0,,18.0,,,,,,,,,,
OUTCY417,Yew Tree Way,0.0,536449.2476,162446.9193,51.34473458,-0.042243624,POINT (-0.0422436236470513 51.34473458236871),E01001059,Croydon 034B,0,,,,,,,0,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,0,0,,1,0,,,,,,,,,1,,,6,,,0,,,,,,0,,,,0,30,,0,,,,,11.0,,,,,,,,,,
OUTCY418,Thames Path (Erith),28.5,551558.2314,178128.7804,51.48181333,0.18122906,POINT (0.1812290598810645 51.48181333143079),E01000403,Bexley 004A,2,,,,,,,1,4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,5,,,,,,,,1,,,,,,,,,,,,,,0,0,,2,0,,,,,,,,,7,,,3,,,1,,,,,,7,,,,1,19,,0,,,,,,,,,,,,,,,
OUTCY419,Thames Path (Greenwich Yacht Club),200.0,540197.56,179209.841,51.49445525,0.018164206,POINT (0.0181642056379612 51.49445524774626),E01033733,Greenwich 036E,2,,,,,,,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,1,0,,3,5,,,,,,,,,6,,,3,,,5,,,,,,6,,,,0,11,,0,,,,,,,,,,,,,,1.0,
OUTCY419,Thames Path (Greenwich Yacht Club),200.0,540197.56,179209.841,51.49445525,0.018164206,POINT (0.0181642056379612 51.49445524774626),E01033733,Greenwich 036E,2,,,,,,,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,1,0,,3,5,,,,,,,,,6,,,3,,,5,,,,,,6,,,,0,11,,0,,,,,,,,,,,,,,1.0,
OUTCY420,Ashburton Playing Fields,14.0,535554.0566,166708.1295,51.38324189,-0.053465795,POINT (-0.0534657948300895 51.38324189112855),E01000985,Croydon 021A,3,,,,,,,1,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,1,,,4,,,0,,,,,,2,,,,1,15,,0,,,2.0,,12.0,,,,,,1.0,,,,
OUTCY421,Ladywell Fields,290.0,537785.3845,174899.8947,51.45631807,-0.018240164,POINT (-0.0182401636786932 51.45631807243337),E01033327,Lewisham 012F,12,,,,,,,9,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,4,,,,,,,,,,,,,,2,0,,2,6,,,,,,,,,28,,,10,,,2,,,,,,6,,,,1,36,,0,,,,,17.0,,,,1.0,,,,,,
OUTCY422,Duke Humphrey Road,424.0,539303.828,176674.907,51.4718971,0.004299361,POINT (0.0042993605295144 51.47189710103297),E01003200,Lewisham 009B,1,,,,,,,1,6,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,,,,,0,,,,,,,,,,,,,,3,0,,6,5,,,,,,,,,10,,,5,,,0,,,,,,2,,,,3,11,,0,,,3.0,,7.0,,,,,,,,,,
OUTCY422,Duke Humphrey Road,424.0,539303.828,176674.907,51.4718971,0.004299361,POINT (0.0042993605295144 51.47189710103297),E01003200,Lewisham 009B,1,,,,,,,1,6,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,,,,,0,,,,,,,,,,,,,,3,0,,6,5,,,,,,,,,10,,,5,,,0,,,,,,2,,,,3,11,,0,,,3.0,,7.0,,,,,,,,,,
OUTCY423,Maylands Drive,10.5,547594.0143,172112.3126,51.42880067,0.12167388,POINT (0.1216738796891689 51.42880067252864),E01000387,Bexley 027C,2,,,,,,,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,0,0,,1,0,,,,,,,,,0,,,5,,,0,,,,,,0,,,,1,12,,0,,,,,21.0,,,,1.0,,,,,,
OUTCY424,Parsonage Manorway cycle path,0.5,549479.8741,177621.7855,51.47781052,0.151106679,POINT (0.1511066785325985 51.47781051636238),E01000437,Bexley 007A,5,,,,,,,3,6,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,2,,,,,,,,,,,,,,0,0,,0,1,,,,,,,,,13,,,5,,,0,,,,,,4,,,,0,16,,0,,,,,19.0,,,,,,,,,,
OUTCY425,Cator Park,45.5,536435.9896,170406.8408,51.41626871,-0.039379422,POINT (-0.0393794221312464 51.4162687070278),E01000797,Bromley 013E,3,,,,,,,1,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,0,0,,3,2,,,,,,,,,2,,,8,,,0,,,,,,1,,,,2,16,,0,,,1.0,,19.0,,,,,,,,,,
OUTCY426,Thames Path (Twickenham Bridge),243.0,517190.64,174928.2066,51.46120629,-0.314501767,POINT (-0.3145017669900037 51.46120628802189),E01003860,Richmond upon Thames 002E,6,,,,,,,7,17,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,4,,,,,,,,,,,,,,0,0,,2,6,,,,,,,,,39,,,5,,,0,,,,,,3,,,,2,15,,0,,,,,7.0,,2.0,,1.0,,,,,,
OUTCY427,Grand Union Canal (Hayes & Harlington),51.5,509969.137,179490.991,51.50366447,-0.416987627,POINT (-0.4169876272574667 51.50366447260096),E01002506,Hillingdon 027E,12,,,,,,,9,4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,5,,,,,,,,3,,,,,,,,,,,,,,0,0,,0,8,,,,,,,,,31,,,5,,,1,,,,,,14,,,,1,27,,0,,,12.0,1.0,1.0,,3.0,,2.0,,,,,,
OUTCY427,Grand Union Canal (Hayes & Harlington),51.5,509969.137,179490.991,51.50366447,-0.416987627,POINT (-0.4169876272574667 51.50366447260096),E01002506,Hillingdon 027E,12,,,,,,,9,4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,5,,,,,,,,3,,,,,,,,,,,,,,0,0,,0,8,,,,,,,,,31,,,5,,,1,,,,,,14,,,,1,27,,0,,,12.0,1.0,1.0,,3.0,,2.0,,,,,,
OUTCY428,River Crane path (Whitton),232.5,514643.2954,173223.7645,51.44640823,-0.351704602,POINT (-0.3517046021480135 51.44640822955323),E01003904,Richmond upon Thames 015G,4,,,,,,,2,5,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,5,,,,,,,,3,,,,,,,,,,,,,,0,1,,7,5,,,,,,,,,14,,,10,,,0,,,,,,6,,,,1,29,,0,,,,,18.0,,,,4.0,,,,,,
OUTCY429,Church Fields Recreation Ground,6.0,518540.2906,163582.8542,51.35895772,-0.298872117,POINT (-0.2988721172578822 51.35895772377723),E01002947,Kingston upon Thames 019D,3,,,,,,,1,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,0,0,,2,0,,,,,,,,,5,,,7,,,0,,,,,,2,,,,2,22,,0,,,,,2.0,,,,2.0,,,,,,
OUTCY430,Brent river path (Trumpers Way),65.0,515460.2243,179254.5882,51.50044582,-0.337985817,POINT (-0.3379858170067833 51.50044581534638),E01001248,Ealing 035A,2,,,,,,,0,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,0,,,,,,,,,,,,,,1,0,,2,0,,,,,,,,,5,,,7,,,0,,,,,,0,,,,0,11,,0,,,,,19.0,,,,1.0,,,,,,
OUTCY431,Thames Path (Mortlake),157.0,520433.3648,176105.2197,51.47110461,-0.2674467,POINT (-0.2674466998476421 51.47110460654049),E01003855,Richmond upon Thames 003D,10,,,,,,,0,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,,,,,2,,,,,,,,,,,,,,3,0,,2,3,,,,,,,,,13,,,10,,,0,,,,,,5,,,,1,32,,0,,,2.0,,,,,,,,,,,,
OUTCY432,Whatley Avenue,62.5,523813.8152,168773.7983,51.40448664,-0.221362694,POINT (-0.2213626943510661 51.40448663885478),E01003366,Merton 016A,14,,,,,,,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,5,,,,,,,,1,,,,,,,,,,,,,,0,0,,4,4,,,,,,,,,16,,,2,,,0,,,,,,2,,,,4,25,,0,,,,,31.0,,,,1.0,,,,,,
OUTCY433,Hanworth Park,56.0,511937.5137,172399.2205,51.43953795,-0.390883842,POINT (-0.3908838419809555 51.43953794587941),E01002615,Hounslow 026E,9,,,,,,,1,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,0,0,,5,4,,,,,,,,,11,,,7,,,1,,,,,,5,,,,0,31,,0,,,4.0,,,,,,,,,,,,
OUTCY434,Grand Union Canal (Trout Road),54.0,505805.4227,180482.3967,51.51336947,-0.476656863,POINT (-0.4766568625112741 51.51336946951202),E01002554,Hillingdon 022F,8,,,,,,,5,5,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,3,,,,,,,,,,,,,,0,0,,2,5,,,,,,,,,28,,,7,,,0,,,,,,9,,,,1,14,,0,,,,,8.0,,,,,,,,,,
OUTCY435,Brent Valley,40.5,514301.0759,181422.7175,51.52016774,-0.353975787,POINT (-0.3539757871668285 51.52016773793852),E01001220,Ealing 029B,2,,,,,,,0,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,0,0,,2,1,,,,,,,,,2,,,5,,,0,,,,,,2,,,,0,10,,0,,,,,20.0,,,,,,,,,,
OUTCY436,Wandle Way (Windsor Avenue),183.5,526365.3895,169599.262,51.41134295,-0.184405404,POINT (-0.1844054044218324 51.41134295480209),E01003357,Merton 012A,24,,,,,,,4,6,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,9,,,,,,,,5,,,,,,,,,,,,,,1,0,,1,6,,,,,,,,,29,,,9,,,3,,,,,,8,,,,2,28,,1,,,1.0,,6.0,,,,5.0,,,,,1.0,
OUTCY437,Bridle Path,66.5,530642.7705,165126.8522,51.37018184,-0.124580847,POINT (-0.1245808466946477 51.37018183698892),E01004080,Sutton 011E,18,,,,,,,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,,,,,0,,,,,,,,,,,,,,0,0,,1,0,,,,,,,,,13,,,3,,,1,,,,,,7,,,,1,28,,0,,,,,20.0,,,,,,,,,,
OUTCY438,Morden Hall Park,79.5,526424.8034,168379.4311,51.400367,-0.183985914,POINT (-0.1839859138646359 51.40036699641812),E01003440,Merton 022D,13,,,,,,,3,4,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,1,0,,3,7,,,,,,,,,14,,,4,,,0,,,,,,7,,,,0,33,,0,,,1.0,,10.0,,,,3.0,,1.0,,,,
OUTCY439,The Chase,262.5,524087.0812,169495.1018,51.41090951,-0.217183977,POINT (-0.2171839772179862 51.41090951283891),E01003380,Merton 011A,10,,,,,,,0,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,3,,,,,,,,,,,,,,0,0,,5,2,,,,,,,,,12,,,14,,,0,,,,,,1,,,,1,25,,1,,,,,3.0,,,,1.0,,,,,1.0,
OUTCY440,Little Benty footbridge,3.5,505928.373,178458.9159,51.49515886,-0.475492775,POINT (-0.4754927752575151 51.49515886256641),E01002530,Hillingdon 029D,2,,,,,,,0,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,2,,,,,,,,,,,,,,0,0,,1,1,,,,,,,,,1,,,3,,,0,,,,,,3,,,,0,14,,0,,,,,25.0,,,,,,,,,,
OUTCY441,Bedfont Road (MVF),8.0,508495.514,173047.8048,51.44603657,-0.440187145,POINT (-0.4401871453714351 51.44603656699375),E01002559,Hounslow 023C,1,,,,,,,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,0,0,,4,1,,,,,,,,,0,,,1,,,0,,,,,,0,,,,0,13,,0,,,4.0,,16.0,,,,1.0,,,,,,
OUTCY442,Collingwood Road Recreation Ground,87.5,525312.0005,164804.8044,51.36848778,-0.201234417,POINT (-0.2012344170673766 51.368487778196695),E01004159,Sutton 014C,15,,,,,,,12,12,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,,,,,1,,,,,,,,,,,,,,1,1,,2,6,,,,,,,,,23,,,8,,,4,,,,,,11,,,,1,37,,0,,,,,22.0,,,,3.0,,,,,,
OUTCY443,Walpole Park,159.5,517362.4176,180016.91,51.50690586,-0.310340712,POINT (-0.3103407117951118 51.50690586056431),E01001387,Ealing 032E,17,,,,,,,5,16,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,7,,,,,,,,7,,,,,,,,,,,,,,0,0,,6,9,,,,,,,,,60,,,15,,,1,,,,,,10,,,,3,27,,5,,,1.0,,13.0,,,,1.0,,,,,,
OUTCY444,Grand Union Canal (Norwood Road),9.5,512874.4825,178888.6929,51.49767894,-0.375338595,POINT (-0.3753385953974976 51.49767894091931),E01001336,Ealing 038C,0,,,,,,,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,4,,,,,,,,,,,,,,0,0,,2,3,,,,,,,,,26,,,14,,,0,,,,,,9,,,,0,33,,0,,,1.0,,27.0,,,,1.0,,,,,,
OUTCY445,Green Lane,69.5,523442.7297,167091.0999,51.38944451,-0.22727963,POINT (-0.2272796297703916 51.38944450772711),E01003419,Merton 025C,6,,,,,,,0,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,0,0,,2,1,,,,,,,,,0,,,5,,,0,,,,,,3,,,,0,16,,0,,,,,17.0,,,,,,,,,,
OUTCY446,Stockley Country Park,5.0,507193.3633,180996.1896,51.51772619,-0.456507267,POINT (-0.45650726691742 51.51772618792002),E01002548,Hillingdon 025A,5,,,,,,,0,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,0,0,,4,3,,,,,,,,,2,,,6,,,0,,,,,,2,,,,0,15,,0,,,,,,,,,,,,,,,
OUTCY447,Tolworth Rise (path access),3.0,520462.0494,166983.8906,51.3891209,-0.270132822,POINT (-0.2701328219567038 51.389120896753816),E01002915,Kingston upon Thames 014A,3,,,,,,,0,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,0,0,,3,1,,,,,,,,,1,,,5,,,0,,,,,,2,,,,2,15,,0,,,,,39.0,,,1.0,1.0,,,,,,
OUTCY448,Thames Path (Richmond),510.5,517774.9758,174527.2414,51.45748142,-0.306227954,POINT (-0.3062279542921936 51.45748141522385),E01003876,Richmond upon Thames 008B,15,,,,,,,11,32,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,3,,,,,,,,5,,,,,,,,,,,,,,2,0,,6,12,,,,,,,,,60,,,6,,,0,,,,,,9,,,,1,39,,1,,,,,,,,,,,,,,,
OUTCY449,Glen Walk,123.0,515121.476,174643.2981,51.45906979,-0.344365316,POINT (-0.3443653157914366 51.45906978588583),E01002656,Hounslow 019D,3,,,,,,,1,12,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,0,,0,1,,,,,,,,,2,,,4,,,0,,,,,,3,,,,0,27,,0,,,,,,,,,,,,,,,
OUTCY450,Bushy Park Church Grove,70.5,517352.0948,169415.1247,51.41162315,-0.314004104,POINT (-0.3140041038942471 51.41162315409312),E01003834,Richmond upon Thames 022A,11,,,,,,,4,12,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,0,1,,3,10,,,,,,,,,46,,,4,,,5,,,,,,4,,,,1,18,,1,,,,,,,,,,,,,,,
OUTCY451,Thames Path (Lower Ham Road),447.5,517784.4823,170876.2464,51.42466567,-0.307304762,POINT (-0.3073047615364501 51.42466566528571),E01003010,Kingston upon Thames 001E,4,,,,,,,1,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,2,,,,,,,,,,,,,,0,0,,2,0,,,,,,,,,4,,,8,,,1,,,,,,3,,,,0,15,,0,,,,,,,,,,,,,,1.0,
