Site ID,Location,Total cycles,Easting,Northing,lat,lng,geometry,LSOA11CD,LSOA11NM,accounting,airport,amusement park,aquarium,art gallery,atm,bakery,bank,bar,beauty salon,bicycle store,book store,bowling alley,bus station,cafe,campground,car dealer,car rental,car repair,car wash,casino,cemetery,church,city hall,clothing store,convenience store,courthouse,dentist,department store,doctor,drugstore,electrician,electronics store,embassy,fire station,florist,funeral home,furniture store,gas station,gym,hair care,hardware store,hindu temple,home goods store,hospital,insurance agency,jewelry store,laundry,lawyer,library,light rail station,liquor store,local government office,locksmith,lodging,meal delivery,meal takeaway,mosque,movie rental,movie theater,moving company,museum,night club,painter,park,parking,pet store,pharmacy,physiotherapist,plumber,police,post office,primary school,real estate agency,restaurant,roofing contractor,rv park,school,secondary school,shoe store,shopping mall,spa,stadium,storage,store,subway station,supermarket,synagogue,taxi stand,tourist attraction,train station,transit station,travel agency,university,veterinary care,zoo,person,bicycle,car,motorcycle,bus,train,truck,traffic light,fire hydrant,stop sign,parking meter,bench,dog
OUTCY061,Pound Street,60.5,527794.2751,164424.8231,51.36452024,-0.165731522,POINT (-0.1657315221150539 51.36452023796778),E01004102,Sutton 015E,5,,,,,,,1,8,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,1,0,,6,2,,,,,,,,,9,,,10,,,0,,,,,,2,,,,1,19,,0,,,,,9.0,,1.0,,1.0,,,,,,
OUTCY062,Woodcote Road,49.0,529329.7445,161819.169,51.34075608,-0.144634397,POINT (-0.1446343965143663 51.34075607656503),E01004108,Sutton 024C,1,,,,,,,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,0,0,,1,1,,,,,,,,,0,,,2,,,0,,,,,,0,,,,0,14,,0,,,3.0,,15.0,,,,1.0,,,,,,
OUTCY063,St Margaret's Road,252.0,516810.6087,174273.554,51.45540097,-0.320185576,POINT (-0.320185575910298 51.45540096740992),E01003868,Richmond upon Thames 007B,8,,,,,,,1,8,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,4,,,,,,,,,,,,,,1,0,,4,4,,,,,,,,,8,,,12,,,0,,,,,,4,,,,3,29,,0,,,,,19.0,,,,,,,,,,
OUTCY064,West End Road,111.0,510101.5365,185984.7817,51.56200469,-0.413052539,POINT (-0.413052538604547 51.5620046942641),E01002465,Hillingdon 009A,1,,,,,,,0,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,0,0,,2,1,,,,,,,,,5,,,4,,,0,,,,,,1,,,,1,13,,0,,,1.0,,12.0,,,,,,,,,,
OUTCY065,High Road,118.0,518177.3677,185104.4137,51.55245987,-0.296898421,POINT (-0.296898420732073 51.55245986515864),E01000630,Brent 026E,9,,,,,,,10,8,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,,,,,2,,,,,,,,,,,,,,0,3,,6,14,,,,,,,,,20,,,12,,,4,,,,,,15,,,,2,28,,2,,,10.0,,13.0,1.0,1.0,,,,,,,,
OUTCY066,The Bourne,42.5,530017.16,194135.5485,51.63101662,-0.122881961,POINT (-0.1228819610093177 51.6310166165534),E01001521,Enfield 028A,20,,,,,,,8,7,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,6,,,,,,,,1,,,,,,,,,,,,,,0,0,,3,0,,,,,,,,,29,,,10,,,0,,,,,,7,,,,2,16,,0,,,,,9.0,,,,1.0,,,,,,
OUTCY067,Stopford Lane,91.0,540346.7045,183853.3618,51.53614422,0.022158439,POINT (0.0221584390266025 51.53614421754682),E01003596,Newham 016B,9,,,,,,,0,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,,,,,3,,,,,,,,,,,,,,0,1,,7,1,,,,,,,,,13,,,15,,,2,,,,,,8,,,,1,35,,0,,,,,16.0,,,,,,,,,,
OUTCY068,Cranbrook Road,76.0,543165.1137,187656.7031,51.56961223,0.064313595,POINT (0.0643135953628033 51.56961223449684),E01003692,Redbridge 035C,8,,,,,,,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,0,0,,6,4,,,,,,,,,16,,,11,,,1,,,,,,6,,,,0,27,,2,,,5.0,,25.0,,,,,,,,,,
OUTCY069,Dagenham Road,77.0,551139.2421,184081.5665,51.53541088,0.177749075,POINT (0.1777490754534895 51.53541088466097),E01002368,Havering 028A,2,,,,,,,1,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,0,0,,1,3,,,,,,,,,2,,,6,,,0,,,,,,0,,,,0,12,,0,,,,,4.0,,,,,,,,,,
OUTCY070,Croydon Road,43.0,541647.668,165123.4532,51.36751541,0.033410763,POINT (0.0334107633132618 51.36751540933484),E01000666,Bromley 033B,2,,,,,,,1,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,0,0,,2,1,,,,,,,,,2,,,4,,,0,,,,,,0,,,,0,17,,0,,,1.0,,9.0,1.0,,,2.0,1.0,,,,,
OUTCY071,Bromley Road,337.5,538343.7565,171721.5045,51.42762059,-0.011449769,POINT (-0.0114497686705172 51.42762059302412),E01003353,Lewisham 030E,3,,,,,,,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,0,0,,0,1,,,,,,,,,15,,,7,,,0,,,,,,10,,,,2,30,,0,,,,,21.0,,,,,,,,,,
OUTCY072,Anerley Road,176.0,534567.1063,169845.3615,51.41166926,-0.066451142,POINT (-0.0664511416382808 51.41166926058697),E01000743,Bromley 009A,8,,,,,,,2,6,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,3,,,,,,,,3,,,,,,,,,,,,,,2,0,,4,13,,,,,,,,,11,,,9,,,0,,,,,,4,,,,5,38,,0,,,1.0,,17.0,,,,1.0,,,,,,
OUTCY073,Burnt Ash Hill,297.5,539950.1913,174244.7622,51.44990053,0.012638529,POINT (0.0126385291246252 51.449900531938994),E01003285,Lewisham 016C,7,,,,,,,2,4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,4,,,,,,,,,,,,,,2,0,,1,2,,,,,,,,,10,,,12,,,1,,,,,,3,,,,1,28,,0,,,1.0,,19.0,,,,1.0,,,1.0,,,
OUTCY074,Woolwich Road,32.5,547846.4121,177968.5063,51.4813548,0.127747495,POINT (0.1277474951421361 51.48135480240561),E01000417,Bexley 006B,4,,,,,,,2,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,1,0,,1,0,,,,,,,,,1,,,1,,,0,,,,,,0,,,,0,27,,0,,,,,18.0,,1.0,,1.0,,,,,,
OUTCY075,Sidcup Road,46.5,543706.1711,172597.6537,51.43416021,0.065985608,POINT (0.0659856080102685 51.43416021367264),E01001600,Greenwich 032C,4,,,,,,,0,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,0,0,,2,2,,,,,,,,,14,,,7,,,0,,,,,,3,,,,1,30,,0,,,2.0,,20.0,,,,2.0,8.0,,,,,
OUTCY076,Shooters Hill Road,157.0,541775.1861,176971.6416,51.47395021,0.039976788,POINT (0.0399767877958183 51.47395020941696),E01001651,Greenwich 019C,4,,,,,,,0,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,0,1,,2,1,,,,,,,,,3,,,5,,,0,,,,,,3,,,,0,36,,0,,,,,5.0,,,,1.0,,,,,,
OUTCY077,Kingston Road,150.0,524315.4612,169315.5232,51.40924562,-0.213964785,POINT (-0.2139647849492891 51.40924562425375),E01003423,Merton 011E,8,,,,,,,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,0,,,,,,,,,,,,,,0,0,,6,2,,,,,,,,,8,,,13,,,0,,,,,,2,,,,3,23,,1,,,,,13.0,,,,1.0,,,,,,
OUTCY078,London Road,161.0,528578.5783,165863.8712,51.37727611,-0.15395184,POINT (-0.153951840317471 51.37727611459047),E01004175,Sutton 010D,8,,,,,,,1,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,1,0,,2,4,,,,,,,,,4,,,6,,,0,,,,,,2,,,,1,18,,0,,,,,13.0,,,,1.0,,,,,,
OUTCY079,Horn Lane,123.5,520381.5034,181242.3392,51.51728477,-0.266442428,POINT (-0.2664424278208213 51.51728476576256),E01001196,Ealing 015A,6,,,,,,,4,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,1,0,,4,1,,,,,,,,,7,,,6,,,0,,,,,,5,,,,2,37,,0,,,,,26.0,,,,2.0,,,,,,
OUTCY080,Greenford Road,85.0,514208.4591,180844.9429,51.51499357,-0.355497115,POINT (-0.355497114629571 51.51499357066722),E01001220,Ealing 029B,3,,,,,,,0,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,0,0,,5,1,,,,,,,,,2,,,3,,,0,,,,,,1,,,,0,14,,0,,,1.0,,16.0,,,,4.0,,,,,,
OUTCY081,Wellington Road North,158.0,512730.7463,175530.8641,51.46752781,-0.378479104,POINT (-0.3784791040713373 51.467527814152426),E01002663,Hounslow 017D,16,,,,,,,2,8,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,0,1,,2,3,,,,,,,,,30,,,10,,,0,,,,,,15,,,,1,37,,0,,,,,5.0,,,,,,,,,,
OUTCY082,Heath Road,376.5,515604.6778,173115.7254,51.44524197,-0.33791206,POINT (-0.3379120597554596 51.44524196946048),E01003882,Richmond upon Thames 014A,7,,,,,,,7,11,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,6,,,,,,,,4,,,,,,,,,,,,,,0,2,,6,5,,,,,,,,,0,,,0,,,1,,,,,,11,,,,3,29,,0,,,4.0,1.0,10.0,,1.0,,,,,,,,
OUTCY083,London Road,178.0,527224.7805,168144.6983,51.39807876,-0.172576295,POINT (-0.172576295443191 51.39807875830325),E01003374,Merton 022A,6,,,,,,,0,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,2,,,,,,,,,,,,,,2,1,,1,3,,,,,,,,,6,,,10,,,0,,,,,,2,,,,0,30,,0,,,6.0,,,,,,,,,,,,
OUTCY084,Coombe Lane West,109.0,520865.7936,170060.21,51.4166835,-0.263286133,POINT (-0.2632861325424384 51.41668350086783),E01002952,Kingston upon Thames 002A,0,,,,,,,0,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,1,0,,0,0,,,,,,,,,0,,,8,,,0,,,,,,0,,,,0,8,,0,,,3.0,,10.0,,,,,,,,,,
OUTCY085,Blackbird Hill,107.0,520625.0625,186435.4627,51.56390482,-0.261155964,POINT (-0.2611559644559215 51.5639048220865),E01000626,Brent 010E,6,,,,,,,1,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,0,0,,2,1,,,,,,,,,8,,,6,,,0,,,,,,8,,,,0,18,,0,,,3.0,,27.0,1.0,1.0,,5.0,1.0,,1.0,,,
OUTCY086,Long Lane,80.5,507546.8043,183634.8043,51.54137529,-0.450610561,POINT (-0.4506105613733226 51.54137529371804),E01002516,Hillingdon 013E,5,,,,,,,0,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,0,0,,4,1,,,,,,,,,3,,,9,,,0,,,,,,3,,,,0,10,,0,,,3.0,,15.0,,,,3.0,,,1.0,,,
OUTCY087,Whitton Avenue East,43.0,516465.9899,184905.7805,51.55103016,-0.321636187,POINT (-0.3216361872755205 51.55103016220401),E01001308,Ealing 002B,6,,,,,,,1,5,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,3,,,,,,,,,,,,,,0,0,,2,3,,,,,,,,,11,,,1,,,0,,,,,,3,,,,4,23,,0,,,2.0,,23.0,2.0,,,2.0,,,,,,
OUTCY088,The Bridge,56.5,515555.8093,189372.7919,51.59136461,-0.333289813,POINT (-0.3332898129716 51.591364605216185),E01002130,Harrow 020B,16,,,,,,,4,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,6,,,,,,,,1,,,,,,,,,,,,,,1,0,,2,7,,,,,,,,,35,,,13,,,1,,,,,,12,,,,1,12,,1,,,7.0,,4.0,,1.0,,2.0,5.0,,,,,
OUTCY089,Cockfosters Road,21.0,527894.3454,196800.9756,51.65545577,-0.152562157,POINT (-0.1525621569190146 51.65545576616256),E01001417,Enfield 011B,8,,,,,,,1,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,,,,,0,,,,,,,,,,,,,,0,0,,3,2,,,,,,,,,14,,,3,,,0,,,,,,2,,,,1,12,,0,,,,,9.0,,,,,,,,,,
OUTCY090,Totteridge Lane,106.5,525953.524,193971.3555,51.6304646,-0.181620872,POINT (-0.1816208720437873 51.63046460179699),E01000282,Barnet 008E,18,,,,,,,1,6,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,,,,,2,,,,,,,,,,,,,,0,0,,3,3,,,,,,,,,27,,,6,,,0,,,,,,3,,,,0,34,,0,,,,,4.0,,,,,,,,,,
OUTCY091,Brent Street,106.5,523423.2961,188933.5776,51.58575055,-0.219930138,POINT (-0.2199301384973652 51.58575055165744),E01000245,Barnet 032E,25,,,,,,,6,6,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,3,,,,,,,,5,,,,,,,,,,,,,,1,0,,4,2,,,,,,,,,34,,,17,,,1,,,,,,16,,,,1,38,,5,,,,,37.0,,,,1.0,,,,,,
OUTCY092,Ruislip Road,140.0,512718.6838,182805.1118,51.5329101,-0.376330932,POINT (-0.3763309322473767 51.53291010389943),E01001257,Ealing 008A,6,,,,,,,1,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,0,0,,2,1,,,,,,,,,8,,,3,,,0,,,,,,7,,,,0,33,,0,,,,,44.0,,,,2.0,,,,,,
OUTCY093,Green Lane,25.0,509316.4665,191453.3063,51.61130793,-0.422672298,POINT (-0.4226722976102631 51.611307928083),E01002478,Hillingdon 002C,18,,,,,,,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,5,,,,,,,,,,,,,,0,0,,1,3,,,,,,,,,16,,,10,,,0,,,,,,3,,,,1,20,,0,,,,,14.0,,,,,,,,,,
OUTCY094,Durnsford Road,146.5,529685.1809,191123.0009,51.60402096,-0.12878959,POINT (-0.1287895895035828 51.60402096207577),E01001973,Haringey 004D,8,,,,,,,1,4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,0,,,,,,,,,,,,,,0,0,,5,0,,,,,,,,,9,,,6,,,0,,,,,,0,,,,3,28,,0,,,,,17.0,,,,1.0,,,,,,
OUTCY095,Wood Street,237.5,538464.357,189400.324,51.58645313,-0.002781036,POINT (-0.0027810361904514 51.5864531323324),E01004464,Waltham Forest 013C,7,,,,,,,1,7,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,,,,,3,,,,,,,,,,,,,,1,1,,3,4,,,,,,,,,28,,,13,,,1,,,,,,5,,,,2,48,,0,,,4.0,2.0,9.0,,,,1.0,,,,,,
OUTCY096,Larkshall Road,133.5,538484.4997,191898.3589,51.60889514,-0.001505263,POINT (-0.0015052634383825 51.60889513522973),E01004379,Waltham Forest 007A,8,,,,,,,2,5,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,,,,,3,,,,,,,,,,,,,,0,1,,0,2,,,,,,,,,15,,,10,,,0,,,,,,4,,,,1,21,,0,,,,,25.0,,,,,,,,,1.0,
OUTCY097,Heathfield Road,38.5,541260.5541,164495.7128,51.36197085,0.02760436,POINT (0.0276043596285848 51.36197084565608),E01000666,Bromley 033B,1,,,,,,,0,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,0,0,,3,2,,,,,,,,,3,,,1,,,0,,,,,,0,,,,0,8,,0,,,2.0,,25.0,,,,,,,,,,
OUTCY098,Abbey Road,71.5,548073.2502,178977.7774,51.49036408,0.13143466,POINT (0.1314346595971195 51.49036408037296),E01000418,Bexley 002B,1,,,,,,,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,1,0,,0,1,,,,,,,,,5,,,8,,,0,,,,,,2,,,,1,20,,0,,,,,24.0,,,,,,,,,,
OUTCY099,Crayford Way,53.0,551540.7766,174890.4274,51.4527214,0.179590689,POINT (0.1795906887625038 51.45272140362948),E01000378,Bexley 019E,4,,,,,,,4,5,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,,,,,2,,,,,,,,,,,,,,0,0,,1,0,,,,,,,,,14,,,8,,,1,,,,,,6,,,,1,27,,0,,,,,15.0,,,,,,,,,,
OUTCY100,High Street Sutton,127.5,525732.3255,164839.8343,51.36870979,-0.195187128,POINT (-0.1951871276112035 51.36870978515958),E01004140,Sutton 012B,16,,,,,,,11,9,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,2,,,,,,,,,,,,,,0,1,,2,6,,,,,,,,,20,,,9,,,4,,,,,,12,,,,2,40,,0,,,28.0,,,,,,,,,,,,
OUTCY101,Ealing Road,129.5,518154.8257,177722.2968,51.48611806,-0.299696018,POINT (-0.2996960179280535 51.48611805512477),E01033081,Hounslow 003F,1,,,,,,,1,11,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,4,,,,,,,,,,,,,,3,0,,5,9,,,,,,,,,17,,,8,,,0,,,,,,7,,,,2,29,,1,,,,,6.0,,,,1.0,,,,,,
OUTCY102,Coombe Road,330.0,521310.6888,168799.6009,51.40525892,-0.257322345,POINT (-0.2573223451846301 51.40525892392661),E01002963,Kingston upon Thames 007D,7,,,,,,,5,4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,,,,,2,,,,,,,,,,,,,,0,0,,2,3,,,,,,,,,36,,,10,,,0,,,,,,9,,,,1,19,,0,,,1.0,,5.0,,,1.0,,,,,,,
OUTCY103,Syon Lane,264.0,516448.0651,177214.6621,51.48190928,-0.324433062,POINT (-0.3244330623385221 51.481909277439264),E01002682,Hounslow 014D,11,,,,,,,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,2,,,,,,,,,,,,,,1,0,,1,2,,,,,,,,,7,,,9,,,0,,,,,,4,,,,1,31,,0,,,,,11.0,,,,,,,,,,
OUTCY104,Osidge Lane,29.5,528500.9428,194179.356,51.63175831,-0.144760081,POINT (-0.1447600809191767 51.631758313200216),E01000116,Barnet 009B,13,,,,,,,1,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,0,0,,2,2,,,,,,,,,6,,,9,,,0,,,,,,2,,,,0,26,,1,,,,,25.0,,,,1.0,,,,,,
OUTCY105,Park Royal Road,121.5,520402.4624,182089.3367,51.52489253,-0.265851384,POINT (-0.2658513836835657 51.52489253348991),E01001247,Ealing 015E,16,,,,,,,4,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,6,,,,,,,,,,,,,,0,0,,4,4,,,,,,,,,22,,,3,,,1,,,,,,0,,,,1,38,,0,,,,,29.0,1.0,,,,,,,,,
OUTCY106,Havering Road,17.5,551094.9414,191762.4178,51.60443403,0.180410846,POINT (0.1804108460899502 51.60443403388607),E01002304,Havering 003C,4,,,,,,,1,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,2,,,,,,,,,,,,,,0,0,,1,1,,,,,,,,,3,,,5,,,0,,,,,,3,,,,0,20,,0,,,,,11.0,,,,1.0,,,,,,
OUTCY107,Plashet Grove,59.5,542256.4255,184351.4392,51.54014219,0.04987552,POINT (0.0498755200954212 51.54014218713038),E01003531,Newham 010C,22,,,,,,,11,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,3,,,,,,,,,,,,,,0,1,,4,2,,,,,,,,,39,,,12,,,1,,,,,,0,,,,3,39,,1,,,1.0,,8.0,,,,,,,,,,
OUTCY108,Wennington Road,41.0,552191.4686,182087.2373,51.51720972,0.192047393,POINT (0.1920473934497827 51.51720972456502),E01002345,Havering 030B,2,,,,,,,1,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,2,,,,,,,,,,,,,,1,0,,0,1,,,,,,,,,16,,,7,,,0,,,,,,4,,,,1,17,,0,,,,,,,,,,,,,,,
OUTCY109,Browning Road,112.5,542739.0584,185061.1561,51.54639768,0.057117647,POINT (0.0571176470537861 51.546397681773605),E01003528,Newham 005A,18,,,,,,,1,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,4,,,,,,,,,,,,,,0,1,,2,2,,,,,,,,,33,,,10,,,0,,,,,,12,,,,2,36,,0,,,4.0,,32.0,,,,,,,,,,
OUTCY110,Ockendon Road,26.5,558325.0767,185096.9258,51.54256536,0.281725184,POINT (0.2817251841601659 51.54256535603539),E01002385,Havering 024A,0,,,,,,,1,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,0,,,0,,,0,,,,,,0,,,,0,3,,0,,,,,2.0,,,,1.0,,,,,,
OUTCY111,Hyde Vale,55.0,538338.5786,177088.6781,51.47585189,-0.009427352,POINT (-0.0094273517241529 51.47585188834697),E01001642,Greenwich 038C,12,,,,,,,3,14,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,5,,,,,,,,5,,,,,,,,,,,,,,9,0,,5,7,,,,,,,,,37,,,8,,,0,,,,,,6,,,,4,29,,2,,,,,21.0,,,,,,,,,,
OUTCY111,Hyde Vale,55.0,538338.5786,177088.6781,51.47585189,-0.009427352,POINT (-0.0094273517241529 51.47585188834697),E01001642,Greenwich 038C,12,,,,,,,3,14,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,5,,,,,,,,5,,,,,,,,,,,,,,9,0,,5,7,,,,,,,,,37,,,8,,,0,,,,,,6,,,,4,29,,2,,,,,21.0,,,,,,,,,,
OUTCY112,Prince Imperial Road,11.5,544011.6012,170504.2729,51.41527222,0.069526413,POINT (0.069526413028245 51.41527222241628),E01000696,Bromley 007E,10,,,,,,,2,10,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,2,,,,,,,,,,,,,,0,1,,2,2,,,,,,,,,25,,,7,,,0,,,,,,2,,,,0,16,,0,,,2.0,,,,,,,,,,,,
OUTCY113,St Mark's Hill,177.0,518162.5761,167446.6082,51.39376264,-0.303010791,POINT (-0.303010790875821 51.39376263893106),E01002987,Kingston upon Thames 011B,15,,,,,,,11,16,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,5,,,,,,,,4,,,,,,,,,,,,,,0,0,,4,4,,,,,,,,,30,,,14,,,0,,,,,,8,,,,1,50,,0,,,1.0,1.0,16.0,,,,,,,,,,
OUTCY114,South Parade,187.0,520655.1817,178891.742,51.49610087,-0.263303512,POINT (-0.2633035119553342 51.49610087142478),E01032572,Ealing 040D,17,,,,,,,9,11,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,7,,,,,,,,4,,,,,,,,,,,,,,1,0,,4,7,,,,,,,,,39,,,11,,,0,,,,,,6,,,,4,37,,0,,,6.0,,10.0,,,,,,,,,,
OUTCY115,North Street,79.0,527813.2222,164908.6247,51.36886393,-0.165285742,POINT (-0.1652857421858252 51.36886393026316),E01004166,Sutton 004B,6,,,,,,,1,8,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,0,,,,,,,,,,,,,,1,0,,5,2,,,,,,,,,15,,,12,,,0,,,,,,3,,,,1,31,,0,,,,,,,,,,,,,,,
OUTCY116,Swakeleys Road,57.5,507829.8738,186267.4508,51.56498376,-0.445724166,POINT (-0.4457241658327956 51.56498376140756),E01002460,Hillingdon 011C,2,,,,,,,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,0,0,,3,5,,,,,,,,,13,,,7,,,0,,,,,,1,,,,2,16,,0,,,,,18.0,,,,1.0,,,,,,
OUTCY117,Argyle Road,139.5,516203.0878,182291.5089,51.52758838,-0.326288373,POINT (-0.3262883734109245 51.52758838480651),E01001208,Ealing 018E,2,,,,,,,1,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,1,1,,4,1,,,,,,,,,4,,,4,,,0,,,,,,2,,,,4,15,,0,,,,,21.0,,,,,,,,,,
OUTCY118,Hammers Lane,23.5,522187.4356,192259.2956,51.61590801,-0.236601722,POINT (-0.2366017217848031 51.61590800546701),E01000258,Barnet 016B,8,,,,,,,1,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,,,,,3,,,,,,,,,,,,,,0,0,,3,5,,,,,,,,,11,,,11,,,1,,,,,,0,,,,0,20,,0,,,,,6.0,,,,,,,,,,
OUTCY119,Blackhorse Lane,418.5,535862.4136,189474.7627,51.58775481,-0.040285201,POINT (-0.0402852012412085 51.5877548106318),E01004461,Waltham Forest 014E,5,,,,,,,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,4,,,,,,,,,,,,,,0,0,,1,3,,,,,,,,,19,,,9,,,1,,,,,,11,,,,2,28,,0,,,5.0,,13.0,,,,,,,,,,
OUTCY120,Katherine Road,53.0,542118.1476,183492.3551,51.53245755,0.047536503,POINT (0.0475365033805169 51.5324575508304),E01003524,Newham 019D,23,,,,,,,11,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,3,,,,,,,,9,,,,,,,,,,,,,,0,0,,4,2,,,,,,,,,38,,,12,,,1,,,,,,15,,,,2,33,,2,,,1.0,,31.0,,,,,,,1.0,,,
OUTCY121,Prince of Wales Road,81.5,539982.5614,176759.7623,51.47249225,0.014098844,POINT (0.014098843991832 51.47249224564445),E01003200,Lewisham 009B,5,,,,,,,1,7,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,,,,,2,,,,,,,,,,,,,,0,0,,3,4,,,,,,,,,12,,,10,,,0,,,,,,3,,,,2,35,,0,,,1.0,,4.0,,,,,,,,,,
OUTCY122,Wickham Road,123.5,537955.6368,168672.5572,51.40031664,-0.018214181,POINT (-0.0182141805517456 51.40031663963402),E01000770,Bromley 012D,2,,,,,,,2,4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,0,0,,5,4,,,,,,,,,5,,,4,,,0,,,,,,2,,,,0,31,,0,,,3.0,,11.0,,,,2.0,,,,,,
